"date","Mkt.RF","SMB","HML","RF","Exc_ret_t1","Exc_ret_t5","Mkt.RF.mult"
2013-05-03,1.12,0.63,0.18,0,16513.1602572022,99.69,1.0112
2013-05-06,0.23,0.24,0.83,0,16551.1405257937,100.54,1.0023
2013-05-07,0.54,0.1,0.15,0,16640.516684633,99.98,1.0054
2013-05-08,0.44,-0.24,0.15,0,16713.7349580454,101.1,1.0044
2013-05-09,-0.31,0.1,-0.25,0,16661.9223796755,100.51,0.9969
2013-05-10,0.54,0.44,-0.18,0,16751.8967605257,99.5,1.0054
2013-05-13,-0.02,-0.21,-0.04,0,16748.5463811736,101.04,0.9998
2013-05-14,1.1,0.13,0.27,0,16932.7803913665,99.94,1.011
2013-05-15,0.51,-0.12,0.21,0,17019.1375713625,100.16,1.0051
2013-05-16,-0.5,0.15,-0.25,0,16934.0418835057,99.08,0.995
2013-05-17,1.04,-0.01,0.31,0,17110.1559190941,99.81,1.0104
2013-05-20,-0.06,0.36,0.48,0,17099.8898255427,99.94,0.9994
2013-05-21,0.16,-0.11,-0.06,0,17127.2496492635,100.77,1.0016
2013-05-22,-0.92,-0.7,-0.14,0,16969.6789524903,99.3,0.9908
2013-05-23,-0.19,0.46,-0.11,0,16937.4365624806,100.5,0.9981
2013-05-24,-0.06,0.17,0.07,0,16927.2741005431,98.69,0.9994
2013-05-28,0.77,0.63,0.23,0,17057.6141111173,100.48,1.0077
2013-05-29,-0.7,-0.36,0.59,0,16938.2108123395,99.45,0.993
2013-05-30,0.5,0.32,0.48,0,17022.9018664011,98.62,1.005
2013-05-31,-1.31,0.52,-0.26,0,16799.9018519513,100.89,0.9869
2013-06-03,0.48,0.15,0.07,0,16880.5413808407,101.3,1.0048
2013-06-04,-0.55,-0.32,-0.15,0,16787.698403246,100.07,0.9945
2013-06-05,-1.38,0.07,-0.24,0,16556.0281652812,98.96,0.9862
2013-06-06,0.89,0.18,0.21,0,16703.3768159522,99.18,1.0089
2013-06-07,1.3,-0.47,0.06,0,16920.5207145596,101.47,1.013
2013-06-10,0.07,0.66,0.2,0,16932.3650790598,99.41,1.0007
2013-06-11,-1.04,0.01,-0.57,0,16756.2684822376,100.74,0.9896
2013-06-12,-0.82,0.02,-0.05,0,16618.8670806832,100.8,0.9918
2013-06-13,1.47,0.1,0.34,0,16863.1644267693,98.72,1.0147
2013-06-14,-0.59,-0.22,-0.57,0,16763.6717566513,97.55,0.9941
2013-06-17,0.74,-0.08,0.12,0,16887.7229276506,100.13,1.0074
2013-06-18,0.8,0.38,-0.08,0,17022.8247110718,98.81,1.008
2013-06-19,-1.28,0.16,0.15,0,16804.93255477,100.96,0.9872
2013-06-20,-2.45,0.01,0.4,0,16393.2117071782,100.92,0.9755
2013-06-21,0.13,0.21,-0.07,0,16414.5228823975,100.77,1.0013
2013-06-24,-1.19,0.09,-0.66,0,16219.190060097,99.67,0.9881
2013-06-25,0.96,-0.02,0.81,0,16374.8942846739,100.71,1.0096
2013-06-26,0.92,-0.74,-0.16,0,16525.5433120929,99.9,1.0092
2013-06-27,0.77,0.82,0.37,0,16652.789995596,100.11,1.0077
2013-06-28,-0.33,0.31,-0.13,0,16597.8357886106,101.11,0.9967
2013-07-01,0.71,0.79,-0.12,0,16715.6804227097,100.53,1.0071
2013-07-02,-0.1,0,0.05,0,16698.964742287,100.74,0.999
2013-07-03,0.11,0.19,-0.21,0,16717.3336035035,100.06,1.0011
2013-07-05,1.11,0.34,0.47,0,16902.8960065024,101.32,1.0111
2013-07-08,0.53,-0.18,0.04,0,16992.4813553369,100.33,1.0053
2013-07-09,0.74,0.04,0.3,0,17118.2257173663,100.2,1.0074
2013-07-10,0.06,0.36,-0.37,0,17128.4966527968,99.59,1.0006
2013-07-11,1.32,-0.09,-0.66,0,17354.5928086137,100.3,1.0132
2013-07-12,0.33,-0.02,0.2,0,17411.8629648821,100.54,1.0033
2013-07-15,0.2,0.49,0.33,0,17446.6866908119,100.09,1.002
2013-07-16,-0.41,0.03,0.09,0,17375.1552753795,100.22,0.9959
2013-07-17,0.3,-0.03,0.19,0,17427.2807412057,99.85,1.003
2013-07-18,0.54,0.02,0.96,0,17521.3880572082,99.61,1.0054
2013-07-19,0.09,-0.13,0.27,0,17537.1573064597,100.42,1.0009
2013-07-22,0.22,0.09,0.33,0,17575.7390525339,100.02,1.0022
2013-07-23,-0.15,0.1,0.3,0,17549.3754439551,99.63,0.9985
2013-07-24,-0.39,-0.28,-0.27,0,17480.9328797237,100.12,0.9961
2013-07-25,0.42,0.61,-0.36,0,17554.3527978185,100.09,1.0042
2013-07-26,0.02,-0.61,-0.29,0,17557.8636683781,101.4,1.0002
2013-07-29,-0.37,-0.31,-0.31,0,17492.8995728051,100.2,0.9963
2013-07-30,0.12,0.2,-0.5,0,17513.8910522924,99.93,1.0012
2013-07-31,0.09,0.13,0.13,0,17529.6535542395,99.32,1.0009
2013-08-01,1.4,0.05,0.09,0,17775.0687039988,99.58,1.014
2013-08-02,0.2,-0.21,-0.32,0,17810.6188414068,100.47,1.002
2013-08-05,-0.07,0.48,-0.15,0,17798.1514082179,99.71,0.9993
2013-08-06,-0.68,-0.33,-0.1,0,17677.123978642,99.98,0.9932
2013-08-07,-0.42,-0.37,-0.01,0,17602.8800579317,100.2,0.9958
2013-08-08,0.47,0.01,0.04,0,17685.613594204,99.5,1.0047
2013-08-09,-0.29,0.12,-0.19,0,17634.3253147808,98.53,0.9971
2013-08-12,-0.02,0.58,-0.23,0,17630.7984497178,99.74,0.9998
2013-08-13,0.2,-0.31,-0.05,0,17666.0600466173,99.38,1.002
2013-08-14,-0.5,0.14,0.29,0,17577.7297463842,100.53,0.995
2013-08-15,-1.47,-0.37,0.28,0,17319.3371191123,99.41,0.9853
2013-08-16,-0.26,0.04,0.13,0,17274.3068426026,100.93,0.9974
2013-08-19,-0.62,-0.18,-0.75,0,17167.2061401785,100.38,0.9938
2013-08-20,0.53,0.86,0.09,0,17258.1923327214,99.71,1.0053
2013-08-21,-0.59,-0.02,-0.43,0,17156.3689979584,98.25,0.9941
2013-08-22,0.93,0.52,0.07,0,17315.9232296394,100.3,1.0093
2013-08-23,0.38,-0.22,-0.15,0,17381.723737912,100.34,1.0038
2013-08-26,-0.29,0.51,-0.48,0,17331.3167390721,99.53,0.9971
2013-08-27,-1.75,-0.72,-0.34,0,17028.0186961383,100.46,0.9825
2013-08-28,0.3,0.1,0.08,0,17079.1027522267,100.83,1.003
2013-08-29,0.34,0.81,-0.44,0,17137.1717015843,100.19,1.0034
2013-08-30,-0.47,-1.14,-0.19,0,17056.6269945869,100,0.9953
2013-09-03,0.46,0.03,0.17,0,17135.087478762,101.09,1.0046
2013-09-04,0.83,0.01,-0.18,0,17277.3087048357,100.8,1.0083
2013-09-05,0.19,0.15,0.41,0,17310.1355913749,100.28,1.0019
2013-09-06,0,0.03,0.02,0,17310.1355913749,99.68,1
2013-09-09,1.09,0.46,-0.22,0,17498.8160693209,100.29,1.0109
2013-09-10,0.8,0.01,0.2,0,17638.8065978754,100.49,1.008
2013-09-11,0.28,-0.24,0.04,0,17688.1952563495,100.54,1.0028
2013-09-12,-0.32,-0.23,-0.37,0,17631.5930315292,101.1,0.9968
2013-09-13,0.29,0.25,-0.05,0,17682.7246513206,99.87,1.0029
2013-09-16,0.49,-0.43,0.4,0,17769.3700021121,99.37,1.0049
2013-09-17,0.54,0.47,-0.13,0,17865.3246001235,99.55,1.0054
2013-09-18,1.1,-0.16,-0.47,0,18061.8431707248,99.87,1.011
2013-09-19,-0.13,0.17,-0.63,0,18038.3627746029,99.77,0.9987
2013-09-20,-0.63,0.52,0.2,0,17924.7210891229,100.42,0.9937
2013-09-23,-0.45,0.46,-0.42,0,17844.0598442218,99.61,0.9955
2013-09-24,-0.13,0.53,0.02,0,17820.8625664244,99.51,0.9987
2013-09-25,-0.23,0.02,0.58,0,17779.8745825216,100.9,0.9977
2013-09-26,0.42,0.2,-0.72,0,17854.5500557682,99.9,1.0042
2013-09-27,-0.39,-0.02,-0.02,0,17784.9173105507,99.12,0.9961
2013-09-30,-0.49,0.52,0.01,0,17697.771215729,100.74,0.9951
2013-10-01,0.9,0.41,-0.1,0,17857.0511566705,99.05,1.009
2013-10-02,-0.1,-0.37,-0.07,0,17839.1941055139,98.65,0.999
2013-10-03,-0.88,-0.19,0.19,0,17682.2091973853,99.95,0.9912
2013-10-04,0.74,-0.01,0.11,0,17813.057545446,102.23,1.0074
2013-10-07,-0.95,-0.27,-0.01,0,17643.8334987643,100.71,0.9905
2013-10-08,-1.35,-0.49,0.79,0,17405.6417465309,100.44,0.9865
2013-10-09,-0.05,-0.44,0.62,0,17396.9389256577,99.27,0.9995
2013-10-10,2.23,0.16,-0.04,0,17784.8906636998,101.37,1.0223
2013-10-11,0.71,0.79,0,0,17911.1633874121,100.7,1.0071
2013-10-14,0.44,0.21,-0.09,0,17989.9725063167,100.72,1.0044
2013-10-15,-0.73,-0.21,0.03,0,17858.6457070206,99.98,0.9927
2013-10-16,1.37,-0.33,0.17,0,18103.3091532068,100.5,1.0137
2013-10-17,0.7,0.16,-0.06,0,18230.0323172792,99.49,1.007
2013-10-18,0.72,0.28,0.13,0,18361.2885499637,100.42,1.0072
2013-10-21,-0.02,-0.11,0.01,0,18357.6162922537,100.33,0.9998
2013-10-22,0.5,-0.27,0.05,0,18449.4043737149,100.09,1.005
2013-10-23,-0.51,0.16,-0.33,0,18355.312411409,100.54,0.9949
2013-10-24,0.42,0.43,-0.3,0,18432.4047235369,99.39,1.0042
2013-10-25,0.33,-0.32,0.08,0,18493.2316591246,99.66,1.0033
2013-10-28,0.09,-0.07,0.06,0,18509.8755676178,100.2,1.0009
2013-10-29,0.54,-0.14,-0.06,0,18609.8288956829,100.47,1.0054
2013-10-30,-0.61,-0.78,0.47,0,18496.3089394192,99.77,0.9939
2013-10-31,-0.34,-0.08,-0.45,0,18433.4214890252,100.27,0.9966
2013-11-01,0.2,-0.67,0.23,0,18470.2883320033,98.54,1.002
2013-11-04,0.47,0.77,-0.06,0,18557.0986871637,101.45,1.0047
2013-11-05,-0.23,-0.02,-0.25,0,18514.4173601832,100.12,0.9977
2013-11-06,0.27,-0.83,0.34,0,18564.4062870557,99.81,1.0027
2013-11-07,-1.46,-0.33,0.15,0,18293.3659552647,100.9,0.9854
2013-11-08,1.45,0.51,0.46,0,18558.619761616,100.43,1.0145
2013-11-11,0.12,0,-0.13,0,18580.89010533,100.43,1.0012
2013-11-12,-0.19,0.41,-0.7,0,18545.5864141298,99.5,0.9981
2013-11-13,0.9,0.11,-0.11,0,18712.496691857,99.73,1.009
2013-11-14,0.43,-0.58,0.3,0,18792.960427632,99.67,1.0043
2013-11-15,0.43,0.07,-0.28,0,18873.7701574708,100.97,1.0043
2013-11-18,-0.5,-0.46,0.46,0,18779.4013066835,100.5,0.995
2013-11-19,-0.27,-0.32,0.26,0,18728.6969231554,99.89,0.9973
2013-11-20,-0.33,0.26,0.04,0,18666.892223309,100.18,0.9967
2013-11-21,0.97,0.78,-0.03,0,18847.9610778751,100.3,1.0097
2013-11-22,0.5,-0.05,0.08,0,18942.2008832645,99.98,1.005
2013-11-25,-0.11,0.14,0.13,0,18921.3644622929,99.69,0.9989
2013-11-26,0.18,0.84,-0.42,0,18955.422918325,99.66,1.0018
2013-11-27,0.3,0.34,-0.04,0,19012.28918708,99.93,1.003
2013-11-29,-0.02,0.28,-0.15,0,19008.4867292426,99.65,0.9998
2013-12-02,-0.31,-0.97,0.14,0,18949.5604203819,101.02,0.9969
2013-12-03,-0.34,-0.07,-0.09,0,18885.1319149526,100.17,0.9966
2013-12-04,-0.07,-0.22,0.29,0,18871.9123226121,99.66,0.9993
2013-12-05,-0.35,0.7,-0.65,0,18805.860629483,98.83,0.9965
2013-12-06,1.02,-0.3,0.18,0,18997.6804079037,99.77,1.0102
2013-12-09,0.17,-0.42,0.01,0,19029.9764645972,100.1,1.0017
2013-12-10,-0.34,-0.58,0.23,0,18965.2745446175,100.67,0.9966
2013-12-11,-1.17,-0.33,0.06,0,18743.3808324455,99.74,0.9883
2013-12-12,-0.23,0.37,0.23,0,18700.2710565309,101.55,0.9977
2013-12-13,0.1,0.25,0,0,18718.9713275874,99.9,1.001
2013-12-16,0.67,0.59,-0.13,0,18844.3884354823,100.69,1.0067
2013-12-17,-0.26,0.24,-0.08,0,18795.39302555,100.62,0.9974
2013-12-18,1.55,-0.48,0.05,0,19086.721617446,100.34,1.0155
2013-12-19,-0.1,-0.56,0.24,0,19067.6348958286,100.44,0.999
2013-12-20,0.69,1.29,-0.29,0,19199.2015766098,99.95,1.0069
2013-12-23,0.62,0.5,-0.01,0,19318.2366263848,100,1.0062
2013-12-24,0.34,0.1,0.09,0,19383.9186309145,100.44,1.0034
2013-12-26,0.44,-0.32,-0.31,0,19469.2078728905,99.12,1.0044
2013-12-27,-0.05,-0.07,0.24,0,19459.4732689541,100.03,0.9995
2013-12-30,0,0.03,-0.31,0,19459.4732689541,99.66,1
2013-12-31,0.44,-0.18,0.09,0,19545.0949513375,100.68,1.0044
2014-01-02,-0.88,-0.28,0.18,0,19373.0981157657,100.04,0.9912
2014-01-03,0.03,0.36,0.04,0,19378.9100452004,100.02,1.0003
2014-01-06,-0.34,-0.57,0.3,0,19313.0217510467,100.27,0.9966
2014-01-07,0.68,0.38,-0.37,0,19444.3502989539,98.68,1.0068
2014-01-08,0.04,0,-0.11,0,19452.1280390734,101.15,1.0004
2014-01-09,0.02,0.2,-0.44,0,19456.0184646813,100.53,1.0002
2014-01-10,0.27,0.55,-0.82,0,19508.5497145359,99.93,1.0027
2014-01-13,-1.32,-0.08,0.1,0,19251.036858304,99.61,0.9868
2014-01-14,1.15,0.15,-0.31,0,19472.4237821745,100.3,1.0115
2014-01-15,0.53,0.21,0.2,0,19575.62762822,100.15,1.0053
2014-01-16,-0.07,0.32,-0.7,0,19561.9246888803,99.14,0.9993
2014-01-17,-0.39,0.03,0.02,0,19485.6331825937,97.81,0.9961
2014-01-21,0.3,0.47,0,0,19544.0900821414,99.35,1.003
2014-01-22,0.15,0.29,0.22,0,19573.4062172646,100.73,1.0015
2014-01-23,-0.86,0.16,-0.54,0,19405.0749237962,98.93,0.9914
2014-01-24,-2.19,-0.38,0.17,0,18980.103782965,101.22,0.9781
2014-01-27,-0.65,-0.84,0.38,0,18856.7331083758,99.34,0.9935
2014-01-28,0.73,0.17,0.07,0,18994.3872600669,97.51,1.0073
2014-01-29,-1.07,-0.4,0.21,0,18791.1473163842,100.77,0.9893
2014-01-30,1.22,0.3,-0.38,0,19020.3993136441,99.77,1.0122
2014-01-31,-0.66,-0.07,-0.34,0,18894.864678174,101.21,0.9934
2014-02-03,-2.49,-0.87,0.27,0,18424.3825476875,101.33,0.9751
2014-02-04,0.77,-0.03,-0.03,0,18566.2502933047,100.16,1.0077
2014-02-05,-0.23,-0.62,0.2,0,18523.5479176301,101.09,0.9977
2014-02-06,1.21,-0.48,0.27,0,18747.6828474334,100.11,1.0121
2014-02-07,1.33,-0.17,-0.63,0,18997.0270293043,100.72,1.0133
2014-02-10,0.16,0.14,-0.47,0,19027.4222725512,100.42,1.0016
2014-02-11,1.09,-0.19,0.25,0,19234.821175322,100.27,1.0109
2014-02-12,0.11,0.26,-0.06,0,19255.9794786148,99.26,1.0011
2014-02-13,0.72,0.7,-0.07,0,19394.6225308609,100.7,1.0072
2014-02-14,0.42,-0.37,0.36,0,19476.0799454905,99.91,1.0042
2014-02-18,0.27,0.97,-0.24,0,19528.6653613433,100.65,1.0027
2014-02-19,-0.74,-0.28,-0.44,0,19384.1532376694,99.9,0.9926
2014-02-20,0.7,0.55,-0.22,0,19519.842310333,100.12,1.007
2014-02-21,-0.09,0.35,-0.02,0,19502.2744522537,100.54,0.9991
2014-02-24,0.65,0.18,0.33,0,19629.0392361934,100.15,1.0065
2014-02-25,-0.1,0.15,-0.59,0,19609.4101969572,99.3,0.999
2014-02-26,0.12,0.69,-0.1,0,19632.9414891936,101.67,1.0012
2014-02-27,0.54,0.14,0.01,0,19738.9593732352,100.01,1.0054
2014-02-28,0.15,-0.72,0.84,0,19768.5678122951,100.16,1.0015
2014-03-03,-0.7,0.09,0.14,0,19630.187837609,100.04,0.993
2014-03-04,1.67,1.1,-0.12,0,19958.0119744971,99.91,1.0167
2014-03-05,0.01,-0.27,0.29,0,19960.0077756945,99.38,1.0001
2014-03-06,0.16,-0.33,0.77,0,19991.9437881356,100.13,1.0016
2014-03-07,0.04,-0.11,0.52,0,19999.9405656509,98.79,1.0004
2014-03-10,-0.09,-0.1,0.09,0,19981.9406191418,99.84,0.9991
2014-03-11,-0.62,-0.53,-0.19,0,19858.0525873031,100.9,0.9938
2014-03-12,0.13,0.3,-0.17,0,19883.8680556666,100.82,1.0013
2014-03-13,-1.21,-0.11,0.22,0,19643.273252193,99.41,0.9879
2014-03-14,-0.16,0.7,-0.09,0,19611.8440149895,100.52,0.9984
2014-03-17,0.9,-0.37,0.02,0,19788.3506111244,99.63,1.009
2014-03-18,0.82,0.74,-0.39,0,19950.6150861357,99.36,1.0082
2014-03-19,-0.59,-0.18,0.62,0,19832.9064571275,100.3,0.9941
2014-03-20,0.52,-0.49,1,0,19936.0375707045,99.11,1.0052
2014-03-21,-0.37,-0.28,0.86,0,19862.2742316929,99.81,0.9963
2014-03-24,-0.64,-0.88,0.9,0,19735.1556766101,100.41,0.9936
2014-03-25,0.3,-0.35,0.15,0,19794.3611436399,100.97,1.003
2014-03-26,-0.89,-1.17,0.24,0,19618.1913294615,100.87,0.9911
2014-03-27,-0.19,-0.1,-0.34,0,19580.9167659355,100.29,0.9981
2014-03-28,0.41,-0.44,0.55,0,19661.1985246759,99.69,1.0041
2014-03-31,0.97,1,-0.16,0,19851.9121503652,98.53,1.0097
2014-04-01,0.87,0.74,-0.37,0,20024.6237860734,98.74,1.0087
2014-04-02,0.29,0.04,0.14,0,20082.695195053,100.5,1.0029
2014-04-03,-0.31,-0.9,0.8,0,20020.4388399484,101.21,0.9969
2014-04-04,-1.47,-1.12,0.69,0,19726.1383890011,97.76,0.9853
2014-04-07,-1.26,-0.3,-0.07,0,19477.5890452997,98.93,0.9874
2014-04-08,0.5,0.29,-0.21,0,19574.9769905262,100.7,1.005
2014-04-09,1.21,0.33,-0.86,0,19811.8342121116,100.59,1.0121
2014-04-10,-2.24,-0.7,0.77,0,19368.0491257603,101.13,0.9776
2014-04-11,-1.07,-0.39,0.23,0,19160.8110001146,100.23,0.9893
2014-04-14,0.7,-0.51,0.2,0,19294.9366771154,100.36,1.007
2014-04-15,0.59,-0.37,0.2,0,19408.7768035104,100.58,1.0059
2014-04-16,1.13,0.04,-0.36,0,19628.0959813901,99.69,1.0113
2014-04-17,0.23,0.34,0.23,0,19673.2406021473,100.08,1.0023
2014-04-21,0.36,0.22,-0.42,0,19744.064268315,98.95,1.0036
2014-04-22,0.58,0.73,-0.34,0,19858.5798410712,100.11,1.0058
2014-04-23,-0.31,-0.65,0.91,0,19797.0182435639,100.56,0.9969
2014-04-24,0.08,-0.4,-0.18,0,19812.8558581588,100.35,1.0008
2014-04-25,-1.05,-0.97,0.53,0,19604.8208716481,100.04,0.9895
2014-04-28,0.11,-0.63,-0.59,0,19626.3861746069,99.93,1.0011
2014-04-29,0.56,-0.22,-0.11,0,19736.2939371847,100.13,1.0056
2014-04-30,0.35,0.24,-0.03,0,19805.3709659649,98.97,1.0035
2014-05-01,0.04,-0.17,-0.16,0,19813.2931143512,100.45,1.0004
2014-05-02,-0.07,0.21,0.41,0,19799.4238091712,99.74,0.9993
2014-05-05,0.13,-0.28,-0.54,0,19825.1630601231,100.25,1.0013
2014-05-06,-1.03,-0.55,0.12,0,19620.9638806039,101.2,0.9897
2014-05-07,0.45,-0.84,1.1,0,19709.2582180666,99.95,1.0045
2014-05-08,-0.26,-1.01,0.38,0,19658.0141466996,99.4,0.9974
2014-05-09,0.25,0.71,-0.36,0,19707.1591820663,99.1,1.0025
2014-05-12,1.2,1.4,-0.25,0,19943.6450922511,100.36,1.012
2014-05-13,-0.05,-1.07,0.21,0,19933.673269705,100.5,0.9995
2014-05-14,-0.6,-1.09,-0.47,0,19814.0712300868,99.22,0.994
2014-05-15,-0.9,0.33,-0.28,0,19635.744589016,100.81,0.991
2014-05-16,0.36,0.27,-0.42,0,19706.4332695365,100.36,1.0036
2014-05-19,0.5,0.61,0.08,0,19804.9654358841,100.49,1.005
2014-05-20,-0.78,-0.82,0.23,0,19650.4867054842,100.69,0.9922
2014-05-21,0.81,-0.27,0.1,0,19809.6556477987,99.89,1.0081
2014-05-22,0.36,0.63,-0.26,0,19880.9704081307,100.54,1.0036
2014-05-23,0.49,0.62,-0.23,0,19978.3871631306,100.06,1.0049
2014-05-27,0.69,0.69,-0.17,0,20116.2380345562,100.06,1.0069
2014-05-28,-0.11,-0.31,0.23,0,20094.1101727182,99.95,0.9989
2014-05-29,0.54,-0.19,-0.1,0,20202.6183676509,100.28,1.0054
2014-05-30,0.06,-0.66,0.26,0,20214.7399386714,100.77,1.0006
2014-06-02,0.06,-0.68,0.39,0,20226.8687826346,100.54,1.0006
2014-06-03,-0.05,-0.26,0.16,0,20216.7553482433,100.22,0.9995
2014-06-04,0.28,0.23,-0.07,0,20273.3622632184,99.97,1.0028
2014-06-05,0.77,1.29,-0.17,0,20429.4671526452,99.66,1.0077
2014-06-06,0.54,0.48,-0.01,0,20539.7862752695,99.32,1.0054
2014-06-09,0.22,1.02,-0.31,0,20584.9738050751,100.31,1.0022
2014-06-10,-0.03,-0.18,-0.03,0,20578.7983129335,100.13,0.9997
2014-06-11,-0.34,-0.14,-0.23,0,20508.8303986696,100.34,0.9966
2014-06-12,-0.68,0.11,0.17,0,20369.3703519586,100.75,0.9932
2014-06-13,0.31,-0.06,-0.18,0,20432.5154000497,100.12,1.0031
2014-06-16,0.13,0.47,-0.69,0,20459.0776700698,100.18,1.0013
2014-06-17,0.34,0.54,0.46,0,20528.638534148,99.99,1.0034
2014-06-18,0.75,-0.26,-0.09,0,20682.6033231541,99.28,1.0075
2014-06-19,0.12,-0.15,-0.04,0,20707.4224471419,100.53,1.0012
2014-06-20,0.18,0.17,0.05,0,20744.6958075467,99.89,1.0018
2014-06-23,-0.01,-0.25,0.1,0,20742.621337966,100.26,0.9999
2014-06-24,-0.72,-0.34,-0.26,0,20593.2744643326,100.07,0.9928
2014-06-25,0.53,0.36,0.16,0,20702.4188189936,100.74,1.0053
2014-06-26,-0.11,-0.09,0.02,0,20679.6461582927,99.97,0.9989
2014-06-27,0.26,0.49,-0.22,0,20733.4132383043,100.59,1.0026
2014-06-30,0.07,0.27,0.17,0,20747.9266275711,99.38,1.0007
2014-07-01,0.74,0.49,-0.39,0,20901.4612846151,99.18,1.0074
2014-07-02,-0.03,-0.44,-0.21,0,20895.1908462297,100.46,0.9997
2014-07-03,0.59,0.22,0.11,0,21018.4724722225,99.51,1.0059
2014-07-07,-0.62,-1.27,0.34,0,20888.1579428947,100.12,0.9938
2014-07-08,-0.82,-0.67,0.72,0,20716.875047763,100.46,0.9918
2014-07-09,0.46,-0.39,-0.12,0,20812.1726729827,99.68,1.0046
2014-07-10,-0.49,-0.59,-0.02,0,20710.1930268851,100.32,0.9951
2014-07-11,0.12,-0.2,-0.38,0,20735.0452585173,98.79,1.0012
2014-07-14,0.46,0.01,-0.13,0,20830.4264667065,101.12,1.0046
2014-07-15,-0.32,-0.96,1.01,0,20763.769102013,99.75,0.9968
2014-07-16,0.32,-0.63,0.36,0,20830.2131631395,100.53,1.0032
2014-07-17,-1.21,-0.39,0.19,0,20578.1675838655,100.19,0.9879
2014-07-18,1.12,0.5,-0.45,0,20808.6430608048,100.05,1.0112
2014-07-21,-0.25,-0.24,0.05,0,20756.6214531528,99.47,0.9975
2014-07-22,0.53,0.26,-0.3,0,20866.6315468545,99.92,1.0053
2014-07-23,0.19,0.15,-0.76,0,20906.2781467935,99.67,1.0019
2014-07-24,0.05,-0.31,0.03,0,20916.7312858669,100.12,1.0005
2014-07-25,-0.53,-0.39,0.17,0,20805.8726100518,97.97,0.9947
2014-07-28,-0.08,-0.46,0.27,0,20789.2279119638,99.68,0.9992
2014-07-29,-0.33,0.72,-0.68,0,20720.6234598543,100.74,0.9967
2014-07-30,0.12,0.44,-0.32,0,20745.4882080061,99.16,1.0012
2014-07-31,-2.03,-0.21,0.48,0,20324.3547973836,100.02,0.9797
2014-08-01,-0.32,-0.19,-0.05,0,20259.316862032,99.48,0.9968
2014-08-04,0.74,0.01,-0.21,0,20409.235806811,101.12,1.0074
2014-08-05,-0.84,0.79,-0.19,0,20237.7982260338,100.4,0.9916
2014-08-06,0.02,0.39,0.19,0,20241.845785679,99.77,1.0002
2014-08-07,-0.52,-0.03,-0.15,0,20136.5881875935,100.69,0.9948
2014-08-08,1.12,-0.22,-0.15,0,20362.1179752945,100.44,1.0112
2014-08-11,0.4,0.59,-0.27,0,20443.5664471957,100,1.004
2014-08-12,-0.23,-0.59,0.25,0,20396.5462443671,100.93,0.9977
2014-08-13,0.69,-0.09,-0.23,0,20537.2824134533,100.49,1.0069
2014-08-14,0.44,-0.24,0.02,0,20627.6464560725,100.19,1.0044
2014-08-15,0,-0.14,-0.14,0,20627.6464560725,100.28,1
2014-08-18,0.93,0.6,-0.18,0,20819.4835681139,99.9,1.0093
2014-08-19,0.49,-0.13,-0.07,0,20921.4990375977,100.5,1.0049
2014-08-20,0.19,-0.65,0.27,0,20961.2498857691,100.19,1.0019
2014-08-21,0.28,-0.14,0.8,0,21019.9413854493,100,1.0028
2014-08-22,-0.1,0.3,-0.36,0,20998.9214440638,99.81,0.999
2014-08-25,0.5,-0.23,0.03,0,21103.9160512842,100.39,1.005
2014-08-26,0.19,0.71,-0.33,0,21144.0134917816,100.06,1.0019
2014-08-27,0,-0.22,0.14,0,21144.0134917816,99.86,1
2014-08-28,-0.19,-0.42,0.09,0,21103.8398661472,99.83,0.9981
2014-08-29,0.39,0.28,0.09,0,21186.1448416252,100.45,1.0039
2014-09-02,0.06,0.47,-0.09,0,21198.8565285302,99.78,1.0006
2014-09-03,-0.14,-0.56,0.24,0,21169.1781293902,99.28,0.9986
2014-09-04,-0.17,-0.14,-0.18,0,21133.1905265703,100.45,0.9983
2014-09-05,0.45,-0.27,-0.03,0,21228.2898839398,100.19,1.0045
2014-09-08,-0.22,0.53,-0.44,0,21181.5876461951,99.45,0.9978
2014-09-09,-0.72,-0.42,0,0,21029.0802151425,99.72,0.9928
2014-09-10,0.45,0.23,-0.41,0,21123.7110761107,100.7,1.0045
2014-09-11,0.19,0.49,0.2,0,21163.8461271553,100.17,1.0019
2014-09-12,-0.55,-0.22,0.11,0,21047.4449734559,100.5,0.9945
2014-09-15,-0.28,-1.07,0.65,0,20988.5121275303,99.82,0.9972
2014-09-16,0.7,-0.39,-0.1,0,21135.431712423,99.03,1.007
2014-09-17,0.17,0.09,-0.22,0,21171.3619463341,99.38,1.0017
2014-09-18,0.5,0.03,0.01,0,21277.2187560658,100.81,1.005
2014-09-19,-0.18,-0.96,0.03,0,21238.9197623049,98.38,0.9982
2014-09-22,-0.97,-0.56,0.09,0,21032.9022406105,100.85,0.9903
2014-09-23,-0.62,-0.3,-0.05,0,20902.4982467187,99.78,0.9938
2014-09-24,0.81,0.11,-0.93,0,21071.8084825171,99.6,1.0081
2014-09-25,-1.62,0.08,0.12,0,20730.4451851004,98.61,0.9838
2014-09-26,0.85,-0.02,-0.24,0,20906.6539691737,100.15,1.0085
2014-09-29,-0.22,0.17,-0.43,0,20860.6593304415,101.08,0.9978
2014-09-30,-0.4,-1,0.11,0,20777.2166931198,99.74,0.996
2014-10-01,-1.39,-0.16,0.3,0,20488.4133810854,98.44,0.9861
