"date","Mkt.RF","SMB","HML","RF","Exc_ret_t1","Exc_ret_t5","Mkt.RF.mult"
2011-11-29,0.18,-0.51,0.11,0,11833.1745459108,101.09,1.0018
2011-11-30,4.44,1.05,1.17,0,12358.5674957492,100.04,1.0444
2011-12-01,-0.22,-0.5,-0.67,0,12331.3786472586,100.16,0.9978
2011-12-02,0.05,0.44,0.63,0,12337.5443365822,97.77,1.0005
2011-12-05,1.09,0.28,0.29,0,12472.023569851,101.83,1.0109
2011-12-06,0.04,-0.07,0.04,0,12477.0123792789,98.52,1.0004
2011-12-07,0.16,-0.31,0.74,0,12496.9755990857,98.95,1.0016
2011-12-08,-2.23,-0.74,-1.03,0,12218.2930432261,98.79,0.9777
2011-12-09,1.83,1.31,0.13,0,12441.8878059172,100.4,1.0183
2011-12-12,-1.48,0.07,-0.49,0,12257.7478663896,100.45,0.9852
2011-12-13,-1.05,-1.01,0.08,0,12129.0415137925,98.69,0.9895
2011-12-14,-1.21,-0.28,0.91,0,11982.2801114756,103.1,0.9879
2011-12-15,0.4,0.64,0.16,0,12030.2092319215,100.2,1.004
2011-12-16,0.45,0.22,-0.06,0,12084.3451734652,100.83,1.0045
2011-12-19,-1.31,-0.41,-0.71,0,11926.0402516928,100.84,0.9869
2011-12-20,3.1,0.76,0.35,0,12295.7474994952,100.04,1.031
2011-12-21,0.2,0,1.29,0,12320.3389944942,98.66,1.002
2011-12-22,0.83,-0.2,0.66,0,12422.5978081485,101.1,1.0083
2011-12-23,0.84,-0.62,-0.12,0,12526.947629737,99.6,1.0084
2011-12-27,0.04,0.5,-0.55,0,12531.9584087889,101.5,1.0004
2011-12-28,-1.34,-0.7,-0.08,0,12364.0301661111,100,0.9866
2011-12-29,1.1,0.19,0.29,0,12500.0344979383,100.39,1.011
2011-12-30,-0.4,-0.05,-0.18,0,12450.0343599466,99.81,0.996
2012-01-03,1.5,-0.18,0.92,0,12636.7848753458,100.28,1.015
2012-01-04,0,-0.65,0.03,0,12636.7848753458,100.97,1
2012-01-05,0.39,0.18,0.19,0,12686.0683363596,100.13,1.0039
2012-01-06,-0.19,0.02,-0.27,0,12661.9648065205,100.31,0.9981
2012-01-09,0.28,0.23,-0.06,0,12697.4183079788,99.48,1.0028
2012-01-10,0.97,0.37,0.38,0,12820.5832655662,100.36,1.0097
2012-01-11,0.13,0.17,0.32,0,12837.2500238114,101.22,1.0013
2012-01-12,0.31,0.29,0,0,12877.0454988852,100.51,1.0031
2012-01-13,-0.52,-0.24,-0.43,0,12810.084862291,100.03,0.9948
2012-01-17,0.36,-0.09,-0.75,0,12856.2011677953,100.02,1.0036
2012-01-18,1.22,0.56,0.19,0,13013.0468220424,100,1.0122
2012-01-19,0.51,-0.14,-0.21,0,13079.4133608348,100.91,1.0051
2012-01-20,0.03,0.24,0.65,0,13083.3371848431,99.41,1.0003
2012-01-23,0.02,-0.3,0.16,0,13085.95385228,100.01,1.0002
2012-01-24,0,0.82,-0.32,0,13085.95385228,99.69,1
2012-01-25,0.91,0.11,-0.8,0,13205.0360323358,99.95,1.0091
2012-01-26,-0.59,0.22,-0.45,0,13127.126319745,101.1,0.9941
2012-01-27,0.01,0.81,-0.13,0,13128.439032377,100.17,1.0001
2012-01-30,-0.31,-0.44,-0.29,0,13087.7408713766,101.58,0.9969
2012-01-31,-0.05,-0.05,0.01,0,13081.1970009409,99.95,0.9995
2012-02-01,1.1,1.09,0.38,0,13225.0901679513,100.16,1.011
2012-02-02,0.17,0.39,0.01,0,13247.5728212368,100.25,1.0017
2012-02-03,1.58,0.58,0.38,0,13456.8844718123,100.15,1.0158
2012-02-06,-0.05,-0.25,-0.21,0,13450.1560295764,99.25,0.9995
2012-02-07,0.16,-0.27,-0.09,0,13471.6762792237,100.75,1.0016
2012-02-08,0.25,-0.14,0.46,0,13505.3554699218,99.91,1.0025
2012-02-09,0.15,-0.36,-0.31,0,13525.6135031267,99.5,1.0015
2012-02-10,-0.75,-0.61,-0.05,0,13424.1714018532,101.27,0.9925
2012-02-13,0.75,0.6,-0.06,0,13524.8526873671,100.16,1.0075
2012-02-14,-0.09,-0.39,-0.36,0,13512.6803199485,99.95,0.9991
2012-02-15,-0.5,-0.29,0.09,0,13445.1169183488,99.61,0.995
2012-02-16,1.27,0.68,0.33,0,13615.8699032118,100.56,1.0127
2012-02-17,0.16,-0.31,0.51,0,13637.6552950569,100.15,1.0016
2012-02-21,-0.05,-0.66,0.26,0,13630.8364674094,100.14,0.9995
2012-02-22,-0.39,-0.38,-0.66,0,13577.6762051865,100.28,0.9961
2012-02-23,0.56,0.92,-0.03,0,13653.7111919355,99.45,1.0056
2012-02-24,0.15,-0.46,-0.64,0,13674.1917587234,100.64,1.0015
2012-02-27,0.14,-0.22,0.37,0,13693.3356271857,99.54,1.0014
2012-02-28,0.28,-0.62,-0.11,0,13731.6769669418,99.6,1.0028
2012-02-29,-0.55,-1.02,0.16,0,13656.1527436236,98.38,0.9945
2012-03-01,0.64,-0.23,0.06,0,13743.5521211828,100.8,1.0064
2012-03-02,-0.46,-1.25,-0.06,0,13680.3317814253,101.07,0.9954
2012-03-05,-0.4,0.46,0.29,0,13625.6104542996,100.49,0.996
2012-03-06,-1.62,-0.3,-0.36,0,13404.87556494,99.93,0.9838
2012-03-07,0.8,0.3,0.28,0,13512.1145694595,101.86,1.008
2012-03-08,1.07,0.36,-0.25,0,13656.6941953527,99.77,1.0107
2012-03-09,0.49,0.9,0.16,0,13723.61199691,100.67,1.0049
2012-03-12,-0.07,-0.21,-0.07,0,13714.0054685121,100.06,0.9993
2012-03-13,1.86,0.08,0.97,0,13969.0859702264,100.41,1.0186
2012-03-14,-0.23,-0.63,-0.2,0,13936.9570724949,99.61,0.9977
2012-03-15,0.67,0.27,0.51,0,14030.3346848806,99.9,1.0067
2012-03-16,0.06,-0.28,0.37,0,14038.7528856916,99.26,1.0006
2012-03-19,0.41,0.53,-0.04,0,14096.3117725229,100.39,1.0041
2012-03-20,-0.39,-0.64,0.3,0,14041.3361566101,101.45,0.9961
2012-03-21,-0.1,0.3,-0.41,0,14027.2948204535,99.7,0.999
2012-03-22,-0.74,-0.13,-0.45,0,13923.4928387821,99.48,0.9926
2012-03-23,0.39,0.56,0.36,0,13977.7944608533,99.84,1.0039
2012-03-26,1.45,0.46,-0.21,0,14180.4724805357,100.28,1.0145
2012-03-27,-0.3,-0.34,-0.34,0,14137.9310630941,100.77,0.997
2012-03-28,-0.52,-0.03,0.5,0,14064.413821566,99.66,0.9948
2012-03-29,-0.16,-0.03,-0.27,0,14041.9107594515,98.89,0.9984
2012-03-30,0.28,-0.71,-0.04,0,14081.228109578,99.97,1.0028
2012-04-02,0.77,0.36,0.07,0,14189.6535660217,98.79,1.0077
2012-04-03,-0.34,-0.29,-0.28,0,14141.4087438973,98.15,0.9966
2012-04-04,-1.11,-0.57,-0.04,0,13984.43910684,100.85,0.9889
2012-04-05,-0.03,-0.1,-0.42,0,13980.2437751079,101.44,0.9997
2012-04-09,-1.21,-0.45,-0.08,0,13811.0828254291,98.75,0.9879
2012-04-10,-1.85,-0.41,0.09,0,13555.5777931587,99.91,0.9815
2012-04-11,0.85,0.77,0.27,0,13670.8002044006,101.55,1.0085
2012-04-12,1.44,0.06,0.29,0,13867.6597273439,99.57,1.0144
2012-04-13,-1.25,-0.14,-0.76,0,13694.3139807521,99.43,0.9875
2012-04-16,-0.09,0.15,0.82,0,13681.9890981694,100.11,0.9991
2012-04-17,1.55,0.06,-0.21,0,13894.0599291911,99.05,1.0155
2012-04-18,-0.43,-0.5,-0.45,0,13834.3154714955,100.29,0.9957
2012-04-19,-0.57,-0.02,0.25,0,13755.459873308,101.44,0.9943
2012-04-20,0.11,0.54,-0.1,0,13770.5908791687,100.75,1.0011
2012-04-23,-0.95,-0.56,0.15,0,13639.7702658166,100.35,0.9905
2012-04-24,0.29,0.26,0.91,0,13679.3255995874,99.51,1.0029
2012-04-25,1.44,0.4,-0.98,0,13876.3078882215,100.48,1.0144
2012-04-26,0.75,-0.02,-0.06,0,13980.3801973832,99.85,1.0075
2012-04-27,0.35,0.69,-0.25,0,14029.311528074,99.08,1.0035
2012-04-30,-0.49,-0.57,0,0,13960.5679015864,98.38,0.9951
2012-05-01,0.48,-0.86,0.41,0,14027.578627514,100.04,1.0048
2012-05-02,-0.15,0.72,-0.67,0,14006.5372595728,99.59,0.9985
2012-05-03,-0.92,-0.62,0.01,0,13877.6771167847,99.38,0.9908
2012-05-04,-1.62,-0.26,0.18,0,13652.8587474928,100.29,0.9838
2012-05-07,0.04,0.14,0.46,0,13658.3198909918,99.71,1.0004
2012-05-08,-0.41,0.33,0.32,0,13602.3207794387,98.86,0.9959
2012-05-09,-0.62,0.16,-0.24,0,13517.9863906062,99.48,0.9938
2012-05-10,0.29,0.06,0.56,0,13557.188551139,99.56,1.0029
2012-05-11,-0.29,0.27,-1.07,0,13517.8727043407,98.36,0.9971
2012-05-14,-1.14,-0.06,-0.16,0,13363.7689555112,99.2,0.9886
2012-05-15,-0.52,0.51,-0.21,0,13294.2773569425,101.69,0.9948
2012-05-16,-0.44,-0.16,-0.45,0,13235.782536572,100,0.9956
2012-05-17,-1.64,-0.48,0.38,0,13018.7157029722,100.26,0.9836
2012-05-18,-0.8,-0.13,0.07,0,12914.5659773484,100.16,0.992
2012-05-21,1.69,0.65,-1.1,0,13132.8221423656,99.84,1.0169
2012-05-22,0,-0.91,0.35,0,13132.8221423656,101.14,1
2012-05-23,0.26,0.5,-0.23,0,13166.9674799358,98.53,1.0026
2012-05-24,0.16,-0.03,0.18,0,13188.0346279036,99.77,1.0016
2012-05-25,-0.16,0.24,-0.14,0,13166.933772499,97.4,0.9984
2012-05-29,1.14,0.16,-0.02,0,13317.0368175055,99.95,1.0114
2012-05-30,-1.47,-0.27,-0.32,0,13121.2763762882,100.68,0.9853
2012-05-31,-0.23,0.16,0.53,0,13091.0974406227,102.32,0.9977
2012-06-01,-2.6,-0.53,0.06,0,12750.7289071665,99.9,0.974
2012-06-04,-0.05,0.14,-0.59,0,12744.3535427129,100.85,0.9995
2012-06-05,0.68,0.24,0.17,0,12831.0151468034,98.59,1.0068
2012-06-06,2.32,0.04,0.28,0,13128.6946982092,101.16,1.0232
2012-06-07,-0.1,-0.47,0.21,0,13115.566003511,99.23,0.999
2012-06-08,0.85,0.2,0.05,0,13227.0483145409,101.04,1.0085
2012-06-11,-1.41,-0.86,-0.1,0,13040.5469333058,101.07,0.9859
2012-06-12,1.16,0.11,0.11,0,13191.8172777322,100.21,1.0116
2012-06-13,-0.77,-0.51,0.27,0,13090.2402846936,101.09,0.9923
2012-06-14,1.04,0.19,0.32,0,13226.3787836544,99.86,1.0104
2012-06-15,1.07,0.09,-0.03,0,13367.9010366396,97.74,1.0107
2012-06-18,0.21,0.12,-0.87,0,13395.9736288165,100.79,1.0021
2012-06-19,1.09,0.69,0.28,0,13541.9897413706,98.37,1.0109
2012-06-20,-0.14,-0.11,0.17,0,13523.0309557327,100.52,0.9986
2012-06-21,-2.26,-0.19,0.18,0,13217.4104561331,100.92,0.9774
2012-06-22,0.79,0.64,0.18,0,13321.8279987366,99.76,1.0079
2012-06-25,-1.63,0.1,-0.28,0,13104.6822023572,102.55,0.9837
2012-06-26,0.52,-0.11,0.03,0,13172.8265498094,100.33,1.0052
2012-06-27,0.92,0.39,0.47,0,13294.0165540677,100.76,1.0092
2012-06-28,-0.24,0.19,0.31,0,13262.1109143379,99.64,0.9976
2012-06-29,2.55,0.36,-0.61,0,13600.2947426535,99.01,1.0255
2012-07-02,0.33,0.73,-0.06,0,13645.1757153043,99.77,1.0033
2012-07-03,0.76,0.65,0.07,0,13748.8790507406,99.16,1.0076
2012-07-05,-0.36,0.57,-0.84,0,13699.3830861579,99.91,0.9964
2012-07-06,-0.99,-0.38,0.39,0,13563.759193605,99.5,0.9901
2012-07-09,-0.23,-0.23,-0.22,0,13532.5625474597,101.62,0.9977
2012-07-10,-0.84,-0.36,0.33,0,13418.889022061,99.69,0.9916
2012-07-11,-0.09,-0.41,0.78,0,13406.8120219412,100.67,0.9991
2012-07-12,-0.5,0.25,-0.72,0,13339.7779618315,100.71,0.995
2012-07-13,1.62,-0.4,0.56,0,13555.8823648131,100.27,1.0162
2012-07-16,-0.31,-0.37,-0.2,0,13513.8591294822,98.94,0.9969
2012-07-17,0.67,-0.56,0.29,0,13604.4019856497,98.98,1.0067
2012-07-18,0.71,0.25,-0.82,0,13700.9932397478,99.01,1.0071
2012-07-19,0.27,-0.37,-0.95,0,13737.9859214952,99.99,1.0027
2012-07-20,-1.06,-0.36,0.08,0,13592.3632707273,101.53,0.9894
2012-07-23,-1.02,-0.68,0.19,0,13453.7211653659,101.96,0.9898
2012-07-24,-0.99,-0.57,0.3,0,13320.5293258288,99.87,0.9901
2012-07-25,-0.01,0.27,0,0,13319.1972728962,99.53,0.9999
2012-07-26,1.53,-0.89,0.34,0,13522.9809911715,99.5,1.0153
2012-07-27,1.96,0.55,0.07,0,13788.0314185985,99.31,1.0196
2012-07-30,-0.13,-0.41,0.23,0,13770.1069777543,101.99,0.9987
2012-07-31,-0.47,-0.04,0.2,0,13705.3874749588,100.34,0.9953
2012-08-01,-0.5,-1.58,0.36,0,13636.860537584,100.64,0.995
2012-08-02,-0.69,0.28,-0.34,0,13542.7661998747,100.09,0.9931
2012-08-03,1.99,0.53,0.51,0,13812.2672472522,100.12,1.0199
2012-08-06,0.34,0.59,0.02,0,13859.2289558929,100.17,1.0034
2012-08-07,0.64,0.33,0.08,0,13947.9280212106,99.86,1.0064
2012-08-08,0.09,-0.24,0.63,0,13960.4811564297,99.97,1.0009
2012-08-09,0.12,0.36,0.04,0,13977.2337338174,100.27,1.0012
2012-08-10,0.17,-0.35,-0.05,0,14000.9950311649,100.75,1.0017
2012-08-13,-0.14,-0.14,0.02,0,13981.3936381213,100.27,0.9986
2012-08-14,-0.03,-0.43,-0.03,0,13977.1992200298,99.94,0.9997
2012-08-15,0.27,0.73,-0.06,0,14014.9376579239,99.69,1.0027
2012-08-16,0.75,0.45,-0.16,0,14120.0496903583,100,1.0075
2012-08-17,0.27,0.61,0.11,0,14158.1738245223,99.22,1.0027
2012-08-20,-0.06,-0.47,0.58,0,14149.6789202276,100.61,0.9994
2012-08-21,-0.31,0.1,0.43,0,14105.8149155749,99.94,0.9969
2012-08-22,0,-0.42,-0.35,0,14105.8149155749,100.01,1
2012-08-23,-0.78,0,-0.35,0,13995.7895592334,100.15,0.9922
2012-08-24,0.61,-0.25,-0.03,0,14081.1638755447,99.2,1.0061
2012-08-27,-0.06,0.13,-0.1,0,14072.7151772194,100.52,0.9994
2012-08-28,0.01,0.59,-0.11,0,14074.1224487371,100.08,1.0001
2012-08-29,0.15,0.25,0.11,0,14095.2336324102,99.95,1.0015
2012-08-30,-0.8,-0.44,-0.04,0,13982.4717633509,102.07,0.992
2012-08-31,0.52,-0.1,-0.03,0,14055.1806165204,100.45,1.0052
2012-09-04,0.08,1,-0.19,0,14066.4247610136,99.43,1.0008
2012-09-05,-0.05,-0.09,0.36,0,14059.3915486331,100.28,0.9995
2012-09-06,2.07,-0.12,0.33,0,14350.4209536898,100.27,1.0207
2012-09-07,0.45,-0.03,0.76,0,14414.9978479814,101.56,1.0045
2012-09-10,-0.57,0.33,-0.07,0,14332.8323602479,100.54,0.9943
2012-09-11,0.28,0,0.51,0,14372.9642908566,99.58,1.0028
2012-09-12,0.27,0.14,0.28,0,14411.7712944419,99.85,1.0027
2012-09-13,1.56,-0.42,0.53,0,14636.5949266352,100.18,1.0156
2012-09-14,0.54,0.51,0.46,0,14715.632539239,99.87,1.0054
2012-09-17,-0.42,-0.16,-0.71,0,14653.8268825742,100.04,0.9958
2012-09-18,-0.15,0,-0.22,0,14631.8461422503,99.74,0.9985
2012-09-19,0.18,-0.14,0.03,0,14658.1834653064,98.89,1.0018
2012-09-20,-0.13,-0.44,-0.12,0,14639.1278268015,99.43,0.9987
2012-09-21,0.04,0.5,-0.01,0,14644.9834779322,100.99,1.0004
2012-09-24,-0.26,-0.18,0.35,0,14606.9065208896,99.54,0.9974
2012-09-25,-1.11,-0.31,-0.33,0,14444.7698585077,100.26,0.9889
2012-09-26,-0.57,-0.03,0.01,0,14362.4346703142,100.1,0.9943
2012-09-27,0.99,0.23,-0.13,0,14504.6227735503,100.36,1.0099
2012-09-28,-0.46,-0.29,-0.23,0,14437.901508792,100.76,0.9954
2012-10-01,0.26,0.08,0.22,0,14475.4400527149,99.97,1.0026
2012-10-02,0.1,-0.15,0.25,0,14489.9154927676,99.64,1.001
2012-10-03,0.36,-0.64,-0.03,0,14542.0791885416,98.95,1.0036
2012-10-04,0.76,-0.21,0.7,0,14652.5989903745,99.42,1.0076
2012-10-05,-0.03,-0.16,0.23,0,14648.2032106774,100.11,0.9997
2012-10-08,-0.36,-0.24,0.19,0,14595.4696791189,99.66,0.9964
2012-10-09,-1.05,-0.31,0.33,0,14442.2172474882,100.79,0.9895
2012-10-10,-0.58,0.41,0.28,0,14358.4523874527,101,0.9942
2012-10-11,0.11,0.25,0.62,0,14374.2466850789,100.49,1.0011
2012-10-12,-0.34,-0.3,-0.87,0,14325.3742463497,99.69,0.9966
2012-10-15,0.79,-0.16,0.12,0,14438.5447028958,98.32,1.0079
2012-10-16,1,-0.24,-0.22,0,14582.9301499248,100.01,1.01
2012-10-17,0.49,0.14,1.05,0,14654.3865076594,98.71,1.0049
2012-10-18,-0.31,-0.59,0.24,0,14608.9579094857,99.72,0.9969
2012-10-19,-1.68,-0.41,0.46,0,14363.5274166063,100.27,0.9832
2012-10-22,0.01,-0.05,0.18,0,14364.963769348,99.93,1.0001
2012-10-23,-1.29,1,-0.49,0,14179.6557367234,100.14,0.9871
2012-10-24,-0.28,-0.13,0.41,0,14139.9527006606,101.19,0.9972
2012-10-25,0.27,0.2,0.03,0,14178.1305729523,98.96,1.0027
2012-10-26,-0.07,-0.13,-0.43,0,14168.2058815513,100.28,0.9993
2012-10-31,0.14,0.49,0.37,0,14188.0413697855,100.8,1.0014
2012-11-01,1.19,0.18,0.14,0,14356.8790620859,97.69,1.0119
2012-11-02,-1.04,-0.53,0.24,0,14207.5675198402,98.76,0.9896
2012-11-05,0.28,0.43,-0.22,0,14247.3487088958,100.15,1.0028
2012-11-06,0.8,-0.08,0.53,0,14361.3274985669,100,1.008
2012-11-07,-2.31,-0.02,-1.34,0,14029.58083335,99.6,0.9769
2012-11-08,-1.24,-0.26,0.44,0,13855.6140310165,98.6,0.9876
2012-11-09,0.15,0.01,-0.11,0,13876.397452063,99.76,1.0015
2012-11-12,0,-0.16,0.02,0,13876.397452063,100.58,1
2012-11-13,-0.4,-0.2,-0.29,0,13820.8918622548,101.98,0.996
2012-11-14,-1.4,-0.35,-0.19,0,13627.3993761832,100.11,0.986
2012-11-15,-0.24,-0.41,0.22,0,13594.6936176804,100.31,0.9976
2012-11-16,0.58,0.06,0.07,0,13673.5428406629,101.28,1.0058
2012-11-19,1.98,0.23,-0.06,0,13944.278988908,99.86,1.0198
2012-11-20,0.11,-0.06,0.17,0,13959.6176957958,99.57,1.0011
2012-11-21,0.31,0.37,-0.15,0,14002.8925106528,100.83,1.0031
2012-11-23,1.28,-0.16,0.08,0,14182.1295347891,100.54,1.0128
2012-11-26,-0.14,0.55,-0.18,0,14162.2745534404,100.02,0.9986
2012-11-27,-0.43,0.46,-0.2,0,14101.3767728606,99.54,0.9957
2012-11-28,0.83,0.04,-0.31,0,14218.4182000754,99.84,1.0083
2012-11-29,0.54,0.7,0,0,14295.1976583558,100.17,1.0054
2012-11-30,0.02,-0.16,0.28,0,14298.0566978875,100.31,1.0002
2012-12-03,-0.46,0.3,0.24,1,14232.2856370772,100.27,0.9954
2012-12-04,-0.16,0.36,-0.03,1,14209.5139800579,100.11,0.9984
2012-12-05,0.17,-0.68,0.88,1,14233.670153824,100.68,1.0017
2012-12-06,0.31,-0.17,-0.11,1,14277.7945313008,99.98,1.0031
2012-12-07,0.27,-0.42,0.29,1,14316.3445765353,99.42,1.0027
2012-12-10,0.11,0.45,-0.05,1,14332.0925555695,99.66,1.0011
2012-12-11,0.68,0.46,-0.08,1,14429.5507849474,101.16,1.0068
2012-12-12,-0.02,-0.72,0.52,1,14426.6648747904,101.2,0.9998
2012-12-13,-0.58,0.1,0.07,1,14342.9902185166,99.4,0.9942
2012-12-14,-0.34,0.29,0.23,1,14294.2240517737,100.53,0.9966
2012-12-17,1.16,-0.07,0.62,1,14460.0370507742,99.12,1.0116
2012-12-18,1.2,0.3,0.08,1,14633.5574953835,99.76,1.012
2012-12-19,-0.6,0.61,0.27,1,14545.7561504112,99.46,0.994
2012-12-20,0.53,-0.25,0.75,1,14622.8486580084,99.89,1.0053
2012-12-21,-0.88,0.47,-0.27,1,14494.1675898179,99,0.9912
2012-12-24,-0.24,-0.19,-0.02,1,14459.3815876024,101.71,0.9976
2012-12-26,-0.54,-0.18,0.31,1,14381.3009270293,102.62,0.9946
2012-12-27,-0.11,0,-0.13,1,14365.4814960096,99.86,0.9989
2012-12-28,-1,0.47,0.03,1,14221.8266810495,100.55,0.99
2012-12-31,1.71,0.39,-0.12,1,14465.0199172954,99.69,1.0171
2013-01-02,2.62,0.14,0.38,0,14844.0034391286,99.73,1.0262
2013-01-03,-0.14,0.11,0.04,0,14823.2218343138,100.34,0.9986
2013-01-04,0.55,0.12,0.36,0,14904.7495544025,100.66,1.0055
2013-01-07,-0.31,-0.1,-0.35,0,14858.5448307839,100.02,0.9969
2013-01-08,-0.27,0.05,0,0,14818.4267597408,99.94,0.9973
2013-01-09,0.34,0.27,-0.4,0,14868.8094107239,100.19,1.0034
2013-01-10,0.66,-0.65,0.49,0,14966.9435528347,99.96,1.0066
2013-01-11,0.02,0.09,-0.43,0,14969.9369415452,100.61,1.0002
2013-01-14,-0.06,0.04,-0.05,0,14960.9549793803,100.29,0.9994
2013-01-15,0.19,0.23,0,0,14989.3807938411,100.48,1.0019
2013-01-16,-0.04,-0.26,0.23,0,14983.3850415236,100.1,0.9996
2013-01-17,0.61,0.41,-0.1,0,15074.7836902769,100.09,1.0061
2013-01-18,0.29,0.03,-0.09,0,15118.5005629787,100.59,1.0029
2013-01-22,0.48,0.16,0.44,0,15191.069365681,99.86,1.0048
2013-01-23,0.1,-0.31,-0.13,0,15206.2604350467,100.36,1.001
2013-01-24,0.09,0.29,0.04,0,15219.9460694382,99.62,1.0009
2013-01-25,0.59,-0.15,-0.32,0,15309.7437512479,99.92,1.0059
2013-01-28,-0.14,0.41,0.15,0,15288.3101099961,100.99,0.9986
2013-01-29,0.36,-0.45,0.31,0,15343.3480263921,98.81,1.0036
2013-01-30,-0.38,-0.84,0.16,0,15285.0433038918,101.07,0.9962
2013-01-31,-0.08,0.69,0.17,0,15272.8152692487,100.15,0.9992
2013-02-01,0.99,0.07,0.24,0,15424.0161404143,99.85,1.0099
2013-02-04,-1.19,-0.14,-0.17,0,15240.4703483434,100.58,0.9881
2013-02-05,1.07,-0.08,0.14,0,15403.5433810706,99.92,1.0107
2013-02-06,0.15,0.28,0.14,0,15426.6486961422,100.16,1.0015
2013-02-07,-0.15,-0.04,0.02,0,15403.508723098,100.14,0.9985
2013-02-08,0.58,0.01,-0.18,0,15492.849073692,100.11,1.0058
2013-02-11,-0.08,-0.02,0.38,0,15480.454794433,99.89,0.9992
2013-02-12,0.16,0.22,0.72,0,15505.2235221041,100.74,1.0016
2013-02-13,0.14,0.1,0.01,0,15526.9308350351,98.64,1.0014
2013-02-14,0.11,0.3,0.12,0,15544.0104589536,99.34,1.0011
2013-02-15,-0.11,0.04,-0.09,0,15526.9120474488,100.94,0.9989
2013-02-19,0.74,0.22,0.15,0,15641.8111965999,98.18,1.0074
2013-02-20,-1.36,-0.54,-0.61,0,15429.0825643261,100.58,0.9864
2013-02-21,-0.66,-0.28,-0.03,0,15327.2506194016,101.29,0.9934
2013-02-22,0.94,0.21,-0.04,0,15471.326775224,99.95,1.0094
2013-02-25,-1.82,-0.18,-0.72,0,15189.7486279149,100.22,0.9818
2013-02-26,0.58,-0.17,0.04,0,15277.8491699568,100.47,1.0058
2013-02-27,1.29,-0.38,0.15,0,15474.9334242492,101.01,1.0129
2013-02-28,-0.05,0.11,-0.13,0,15467.1959575371,100.18,0.9995
2013-03-01,0.22,0.16,-0.3,0,15501.2237886437,100.27,1.0022
2013-03-04,0.47,-0.34,0.11,0,15574.0795404503,100.52,1.0047
2013-03-05,1.01,0.18,-0.17,0,15731.3777438089,100.3,1.0101
2013-03-06,0.18,0.04,0.47,0,15759.6942237477,99.78,1.0018
2013-03-07,0.27,0.18,0.43,0,15802.2453981518,100.2,1.0027
2013-03-08,0.52,0.38,-0.16,0,15884.4170742222,100.58,1.0052
2013-03-11,0.3,-0.33,0.26,0,15932.0703254449,99.81,1.003
2013-03-12,-0.22,0.04,-0.18,0,15897.0197707289,99.5,0.9978
2013-03-13,0.2,0.18,0.14,0,15928.8138102704,99.76,1.002
2013-03-14,0.58,0.37,0.4,0,16021.2009303699,100.76,1.0058
2013-03-15,-0.19,0.02,0.39,0,15990.7606486022,99.15,0.9981
2013-03-18,-0.5,0.14,-0.29,0,15910.8068453592,100.62,0.995
2013-03-19,-0.24,-0.01,0.01,0,15872.6209089304,99.71,0.9976
2013-03-20,0.76,0.25,-0.01,0,15993.2528278382,100.76,1.0076
2013-03-21,-0.85,0.18,-0.26,0,15857.3101788016,99.98,0.9915
2013-03-22,0.62,-0.44,-0.25,0,15955.6255019102,100.39,1.0062
2013-03-25,-0.29,0.3,0.02,0,15909.3541879546,99.43,0.9971
2013-03-26,0.76,-0.39,-0.21,0,16030.2652797831,100.33,1.0076
2013-03-27,-0.02,0.14,-0.29,0,16027.0592267271,98.84,0.9998
2013-03-28,0.39,-0.27,-0.27,0,16089.5647577114,100.42,1.0039
2013-04-01,-0.57,-0.92,0.02,0,15997.8542385924,99.59,0.9943
2013-04-02,0.33,-0.88,-0.27,0,16050.6471575798,100.7,1.0033
2013-04-03,-1.16,-0.41,-0.11,0,15864.4596505519,100.31,0.9884
2013-04-04,0.42,0.19,0.26,0,15931.0903810842,101.28,1.0042
2013-04-05,-0.41,0.05,0.31,0,15865.7729105217,100.35,0.9959
2013-04-08,0.7,0.15,0.26,0,15976.8333208954,99.72,1.007
2013-04-09,0.31,-0.41,0.17,0,16026.3615041902,97.52,1.0031
2013-04-10,1.28,0.63,-0.08,0,16231.4989314438,101.47,1.0128
2013-04-11,0.35,-0.23,-0.18,0,16288.3091777038,98.54,1.0035
2013-04-12,-0.28,-0.09,-0.45,0,16242.7019120063,99.29,0.9972
2013-04-15,-2.48,-1.44,-0.27,0,15839.8829045885,100.97,0.9752
2013-04-16,1.47,0.18,0.08,0,16072.729183286,100.45,1.0147
2013-04-17,-1.46,-0.26,-0.52,0,15838.06733721,101.11,0.9854
2013-04-18,-0.71,0.18,-0.03,0,15725.6170591158,100.06,0.9929
2013-04-19,0.97,0.07,0.1,0,15878.1555445892,100.49,1.0097
2013-04-22,0.45,-0.17,-0.13,0,15949.6072445399,99.8,1.0045
2013-04-23,1.11,0.47,0.61,0,16126.6478849543,100.67,1.0111
2013-04-24,0.06,0.35,1.15,0,16136.3238736852,100.29,1.0006
2013-04-25,0.49,0.17,-0.11,0,16215.3918606663,98.92,1.0049
2013-04-26,-0.2,-0.36,-0.24,0,16182.961076945,101.04,0.998
2013-04-29,0.67,0.09,-0.09,0,16291.3869161605,101.12,1.0067
2013-04-30,0.29,0.36,-0.01,0,16338.6319382174,100.23,1.0029
2013-05-01,-1.08,-1.39,-0.17,0,16162.1747132846,100.54,0.9892
2013-05-02,1.04,0.6,0.1,0,16330.2613303028,100.44,1.0104
