"date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_cluster","fomc_d","w_even","w_t2t4t6"
2016-02-16,0,0,0,1,0,0,0,317,15,0,0
2016-02-17,0,0,0,1,0,0,0,317,16,0,0
2016-02-18,0,0,0,1,0,0,0,317,17,0,0
2016-02-19,0,0,0,1,0,0,0,317,18,0,0
2016-02-22,0,0,0,0,1,0,0,318,19,1,1
2016-02-23,0,0,0,0,1,0,0,318,20,1,1
2016-02-24,0,0,0,0,1,0,0,318,21,1,1
2016-02-25,0,0,0,0,1,0,0,318,22,1,1
2016-02-26,0,0,0,0,1,0,0,318,23,1,1
2016-02-29,0,0,0,0,0,1,0,319,24,0,0
2016-03-01,0,0,0,0,0,1,0,319,25,0,0
2016-03-02,0,0,0,0,0,1,0,319,26,0,0
2016-03-03,0,0,0,0,0,1,0,319,27,0,0
2016-03-04,0,0,0,0,0,1,0,319,28,0,0
2016-03-07,0,0,0,0,0,0,1,320,29,1,1
2016-03-08,0,0,0,0,0,0,1,320,30,1,1
2016-03-09,0,0,0,0,0,0,1,320,31,1,1
2016-03-10,0,0,0,0,0,0,1,320,32,1,1
2016-03-11,0,0,0,0,0,0,1,320,33,1,1
2016-03-14,1,0,0,0,0,0,0,321,-1,1,0
2016-03-15,1,0,0,0,0,0,0,321,0,1,0
2016-03-16,1,0,0,0,0,0,0,321,1,1,0
2016-03-17,1,0,0,0,0,0,0,321,2,1,0
2016-03-18,1,0,0,0,0,0,0,321,3,1,0
2016-03-21,0,1,0,0,0,0,0,322,4,0,0
2016-03-22,0,1,0,0,0,0,0,322,5,0,0
2016-03-23,0,1,0,0,0,0,0,322,6,0,0
2016-03-24,0,1,0,0,0,0,0,322,7,0,0
2016-03-25,0,1,0,0,0,0,0,322,8,0,0
2016-03-28,0,0,1,0,0,0,0,323,9,1,1
2016-03-29,0,0,1,0,0,0,0,323,10,1,1
2016-03-30,0,0,1,0,0,0,0,323,11,1,1
2016-03-31,0,0,1,0,0,0,0,323,12,1,1
2016-04-01,0,0,1,0,0,0,0,323,13,1,1
2016-04-04,0,0,0,1,0,0,0,324,14,0,0
2016-04-05,0,0,0,1,0,0,0,324,15,0,0
2016-04-06,0,0,0,1,0,0,0,324,16,0,0
2016-04-07,0,0,0,1,0,0,0,324,17,0,0
2016-04-08,0,0,0,1,0,0,0,324,18,0,0
2016-04-11,0,0,0,0,1,0,0,325,19,1,1
2016-04-12,0,0,0,0,1,0,0,325,20,1,1
2016-04-13,0,0,0,0,1,0,0,325,21,1,1
2016-04-14,0,0,0,0,1,0,0,325,22,1,1
2016-04-15,0,0,0,0,1,0,0,325,23,1,1
2016-04-18,0,0,0,0,0,1,0,326,24,0,0
2016-04-19,0,0,0,0,0,1,0,326,25,0,0
2016-04-20,0,0,0,0,0,1,0,326,26,0,0
2016-04-21,0,0,0,0,0,1,0,326,27,0,0
2016-04-22,0,0,0,0,0,1,0,326,28,0,0
2016-04-25,1,0,0,0,0,0,0,327,-1,1,0
2016-04-26,1,0,0,0,0,0,0,327,0,1,0
2016-04-27,1,0,0,0,0,0,0,327,1,1,0
2016-04-28,1,0,0,0,0,0,0,327,2,1,0
2016-04-29,1,0,0,0,0,0,0,327,3,1,0
2016-05-02,0,1,0,0,0,0,0,328,4,0,0
2016-05-03,0,1,0,0,0,0,0,328,5,0,0
2016-05-04,0,1,0,0,0,0,0,328,6,0,0
2016-05-05,0,1,0,0,0,0,0,328,7,0,0
2016-05-06,0,1,0,0,0,0,0,328,8,0,0
2016-05-09,0,0,1,0,0,0,0,329,9,1,1
2016-05-10,0,0,1,0,0,0,0,329,10,1,1
2016-05-11,0,0,1,0,0,0,0,329,11,1,1
2016-05-12,0,0,1,0,0,0,0,329,12,1,1
2016-05-13,0,0,1,0,0,0,0,329,13,1,1
2016-05-16,0,0,0,1,0,0,0,330,14,0,0
2016-05-17,0,0,0,1,0,0,0,330,15,0,0
2016-05-18,0,0,0,1,0,0,0,330,16,0,0
2016-05-19,0,0,0,1,0,0,0,330,17,0,0
2016-05-20,0,0,0,1,0,0,0,330,18,0,0
2016-05-23,0,0,0,0,1,0,0,331,19,1,1
2016-05-24,0,0,0,0,1,0,0,331,20,1,1
2016-05-25,0,0,0,0,1,0,0,331,21,1,1
2016-05-26,0,0,0,0,1,0,0,331,22,1,1
2016-05-27,0,0,0,0,1,0,0,331,23,1,1
2016-05-30,0,0,0,0,0,1,0,332,24,0,0
2016-05-31,0,0,0,0,0,1,0,332,25,0,0
2016-06-01,0,0,0,0,0,1,0,332,26,0,0
2016-06-02,0,0,0,0,0,1,0,332,27,0,0
2016-06-03,0,0,0,0,0,1,0,332,28,0,0
2016-06-06,0,0,0,0,0,0,1,333,29,1,1
2016-06-07,0,0,0,0,0,0,1,333,30,1,1
2016-06-08,0,0,0,0,0,0,1,333,31,1,1
2016-06-09,0,0,0,0,0,0,1,333,32,1,1
2016-06-10,0,0,0,0,0,0,1,333,33,1,1
2016-06-13,1,0,0,0,0,0,0,334,-1,1,0
2016-06-14,1,0,0,0,0,0,0,334,0,1,0
2016-06-15,1,0,0,0,0,0,0,334,1,1,0
2016-06-16,1,0,0,0,0,0,0,334,2,1,0
2016-06-17,1,0,0,0,0,0,0,334,3,1,0
2016-06-20,0,1,0,0,0,0,0,335,4,0,0
2016-06-21,0,1,0,0,0,0,0,335,5,0,0
2016-06-22,0,1,0,0,0,0,0,335,6,0,0
2016-06-23,0,1,0,0,0,0,0,335,7,0,0
2016-06-24,0,1,0,0,0,0,0,335,8,0,0
2016-06-27,0,0,1,0,0,0,0,336,9,1,1
2016-06-28,0,0,1,0,0,0,0,336,10,1,1
2016-06-29,0,0,1,0,0,0,0,336,11,1,1
2016-06-30,0,0,1,0,0,0,0,336,12,1,1
2016-07-01,0,0,1,0,0,0,0,336,13,1,1
2016-07-04,0,0,0,1,0,0,0,337,14,0,0
2016-07-05,0,0,0,1,0,0,0,337,15,0,0
2016-07-06,0,0,0,1,0,0,0,337,16,0,0
2016-07-07,0,0,0,1,0,0,0,337,17,0,0
2016-07-08,0,0,0,1,0,0,0,337,18,0,0
2016-07-11,0,0,0,0,1,0,0,338,19,1,1
2016-07-12,0,0,0,0,1,0,0,338,20,1,1
2016-07-13,0,0,0,0,1,0,0,338,21,1,1
2016-07-14,0,0,0,0,1,0,0,338,22,1,1
2016-07-15,0,0,0,0,1,0,0,338,23,1,1
2016-07-18,0,0,0,0,0,1,0,339,24,0,0
2016-07-19,0,0,0,0,0,1,0,339,25,0,0
2016-07-20,0,0,0,0,0,1,0,339,26,0,0
2016-07-21,0,0,0,0,0,1,0,339,27,0,0
2016-07-22,0,0,0,0,0,1,0,339,28,0,0
2016-07-25,1,0,0,0,0,0,0,340,-1,1,0
2016-07-26,1,0,0,0,0,0,0,340,0,1,0
2016-07-27,1,0,0,0,0,0,0,340,1,1,0
2016-07-28,1,0,0,0,0,0,0,340,2,1,0
2016-07-29,1,0,0,0,0,0,0,340,3,1,0
2016-08-01,0,1,0,0,0,0,0,341,4,0,0
2016-08-02,0,1,0,0,0,0,0,341,5,0,0
2016-08-03,0,1,0,0,0,0,0,341,6,0,0
2016-08-04,0,1,0,0,0,0,0,341,7,0,0
2016-08-05,0,1,0,0,0,0,0,341,8,0,0
2016-08-08,0,0,1,0,0,0,0,342,9,1,1
2016-08-09,0,0,1,0,0,0,0,342,10,1,1
2016-08-10,0,0,1,0,0,0,0,342,11,1,1
2016-08-11,0,0,1,0,0,0,0,342,12,1,1
2016-08-12,0,0,1,0,0,0,0,342,13,1,1
2016-08-15,0,0,0,1,0,0,0,343,14,0,0
2016-08-16,0,0,0,1,0,0,0,343,15,0,0
2016-08-17,0,0,0,1,0,0,0,343,16,0,0
2016-08-18,0,0,0,1,0,0,0,343,17,0,0
2016-08-19,0,0,0,1,0,0,0,343,18,0,0
2016-08-22,0,0,0,0,1,0,0,344,19,1,1
2016-08-23,0,0,0,0,1,0,0,344,20,1,1
2016-08-24,0,0,0,0,1,0,0,344,21,1,1
2016-08-25,0,0,0,0,1,0,0,344,22,1,1
2016-08-26,0,0,0,0,1,0,0,344,23,1,1
2016-08-29,0,0,0,0,0,1,0,345,24,0,0
2016-08-30,0,0,0,0,0,1,0,345,25,0,0
2016-08-31,0,0,0,0,0,1,0,345,26,0,0
2016-09-01,0,0,0,0,0,1,0,345,27,0,0
2016-09-02,0,0,0,0,0,1,0,345,28,0,0
2016-09-05,0,0,0,0,0,0,1,346,29,1,1
2016-09-06,0,0,0,0,0,0,1,346,30,1,1
2016-09-07,0,0,0,0,0,0,1,346,31,1,1
2016-09-08,0,0,0,0,0,0,1,346,32,1,1
2016-09-09,0,0,0,0,0,0,1,346,33,1,1
2016-09-19,1,0,0,0,0,0,0,348,-1,1,0
2016-09-20,1,0,0,0,0,0,0,348,0,1,0
2016-09-21,1,0,0,0,0,0,0,348,1,1,0
2016-09-22,1,0,0,0,0,0,0,348,2,1,0
2016-09-23,1,0,0,0,0,0,0,348,3,1,0
2016-09-26,0,1,0,0,0,0,0,349,4,0,0
2016-09-27,0,1,0,0,0,0,0,349,5,0,0
2016-09-28,0,1,0,0,0,0,0,349,6,0,0
2016-09-29,0,1,0,0,0,0,0,349,7,0,0
2016-09-30,0,1,0,0,0,0,0,349,8,0,0
2016-10-03,0,0,1,0,0,0,0,350,9,1,1
2016-10-04,0,0,1,0,0,0,0,350,10,1,1
2016-10-05,0,0,1,0,0,0,0,350,11,1,1
2016-10-06,0,0,1,0,0,0,0,350,12,1,1
2016-10-07,0,0,1,0,0,0,0,350,13,1,1
2016-10-10,0,0,0,1,0,0,0,351,14,0,0
2016-10-11,0,0,0,1,0,0,0,351,15,0,0
2016-10-12,0,0,0,1,0,0,0,351,16,0,0
2016-10-13,0,0,0,1,0,0,0,351,17,0,0
2016-10-14,0,0,0,1,0,0,0,351,18,0,0
2016-10-17,0,0,0,0,1,0,0,352,19,1,1
2016-10-18,0,0,0,0,1,0,0,352,20,1,1
2016-10-19,0,0,0,0,1,0,0,352,21,1,1
2016-10-20,0,0,0,0,1,0,0,352,22,1,1
2016-10-21,0,0,0,0,1,0,0,352,23,1,1
2016-10-24,0,0,0,0,0,1,0,353,24,0,0
2016-10-25,0,0,0,0,0,1,0,353,25,0,0
2016-10-26,0,0,0,0,0,1,0,353,26,0,0
2016-10-27,0,0,0,0,0,1,0,353,27,0,0
2016-10-28,0,0,0,0,0,1,0,353,28,0,0
2016-10-31,1,0,0,0,0,0,0,354,-1,1,0
2016-11-01,1,0,0,0,0,0,0,354,0,1,0
2016-11-02,1,0,0,0,0,0,0,354,1,1,0
2016-11-03,1,0,0,0,0,0,0,354,2,1,0
2016-11-04,1,0,0,0,0,0,0,354,3,1,0
2016-11-07,0,1,0,0,0,0,0,355,4,0,0
2016-11-08,0,1,0,0,0,0,0,355,5,0,0
2016-11-09,0,1,0,0,0,0,0,355,6,0,0
2016-11-10,0,1,0,0,0,0,0,355,7,0,0
2016-11-11,0,1,0,0,0,0,0,355,8,0,0
2016-11-14,0,0,1,0,0,0,0,356,9,1,1
2016-11-15,0,0,1,0,0,0,0,356,10,1,1
2016-11-16,0,0,1,0,0,0,0,356,11,1,1
2016-11-17,0,0,1,0,0,0,0,356,12,1,1
2016-11-18,0,0,1,0,0,0,0,356,13,1,1
2016-11-21,0,0,0,1,0,0,0,357,14,0,0
2016-11-22,0,0,0,1,0,0,0,357,15,0,0
2016-11-23,0,0,0,1,0,0,0,357,16,0,0
2016-11-24,0,0,0,1,0,0,0,357,17,0,0
2016-11-25,0,0,0,1,0,0,0,357,18,0,0
2016-11-28,0,0,0,0,1,0,0,358,19,1,1
2016-11-29,0,0,0,0,1,0,0,358,20,1,1
2016-11-30,0,0,0,0,1,0,0,358,21,1,1
2016-12-01,0,0,0,0,1,0,0,358,22,1,1
2016-12-02,0,0,0,0,1,0,0,358,23,1,1
2016-12-05,0,0,0,0,0,1,0,359,24,0,0
2016-12-06,0,0,0,0,0,1,0,359,25,0,0
2016-12-07,0,0,0,0,0,1,0,359,26,0,0
2016-12-08,0,0,0,0,0,1,0,359,27,0,0
2016-12-09,0,0,0,0,0,1,0,359,28,0,0
2016-12-12,1,0,0,0,0,0,0,360,-1,1,0
2016-12-13,1,0,0,0,0,0,0,360,0,1,0
2016-12-14,1,0,0,0,0,0,0,360,1,1,0
2016-12-15,1,0,0,0,0,0,0,360,2,1,0
2016-12-16,1,0,0,0,0,0,0,360,3,1,0
2016-12-19,0,1,0,0,0,0,0,361,4,0,0
2016-12-20,0,1,0,0,0,0,0,361,5,0,0
2016-12-21,0,1,0,0,0,0,0,361,6,0,0
2016-12-22,0,1,0,0,0,0,0,361,7,0,0
2016-12-23,0,1,0,0,0,0,0,361,8,0,0
2016-12-26,0,0,1,0,0,0,0,362,9,1,1
2016-12-27,0,0,1,0,0,0,0,362,10,1,1
2016-12-28,0,0,1,0,0,0,0,362,11,1,1
2016-12-29,0,0,1,0,0,0,0,362,12,1,1
2016-12-30,0,0,1,0,0,0,0,362,13,1,1
2017-01-02,0,0,0,1,0,0,0,363,14,0,0
2017-01-03,0,0,0,1,0,0,0,363,15,0,0
2017-01-04,0,0,0,1,0,0,0,363,16,0,0
2017-01-05,0,0,0,1,0,0,0,363,17,0,0
2017-01-06,0,0,0,1,0,0,0,363,18,0,0
2017-01-09,0,0,0,0,1,0,0,364,19,1,1
2017-01-10,0,0,0,0,1,0,0,364,20,1,1
2017-01-11,0,0,0,0,1,0,0,364,21,1,1
2017-01-12,0,0,0,0,1,0,0,364,22,1,1
2017-01-13,0,0,0,0,1,0,0,364,23,1,1
2017-01-16,0,0,0,0,0,1,0,365,24,0,0
2017-01-17,0,0,0,0,0,1,0,365,25,0,0
2017-01-18,0,0,0,0,0,1,0,365,26,0,0
2017-01-19,0,0,0,0,0,1,0,365,27,0,0
2017-01-20,0,0,0,0,0,1,0,365,28,0,0
2017-01-23,0,0,0,0,0,0,1,366,29,1,1
2017-01-24,0,0,0,0,0,0,1,366,30,1,1
2017-01-25,0,0,0,0,0,0,1,366,31,1,1
2017-01-26,0,0,0,0,0,0,1,366,32,1,1
2017-01-27,0,0,0,0,0,0,1,366,33,1,1
