"date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_cluster","fomc_d","w_even","w_t2t4t6"
2014-04-14,0,0,0,0,1,0,0,221,19,1,1
2014-04-15,0,0,0,0,1,0,0,221,20,1,1
2014-04-16,0,0,0,0,1,0,0,221,21,1,1
2014-04-17,0,0,0,0,1,0,0,221,22,1,1
2014-04-18,0,0,0,0,1,0,0,221,23,1,1
2014-04-21,0,0,0,0,0,1,0,222,24,0,0
2014-04-22,0,0,0,0,0,1,0,222,25,0,0
2014-04-23,0,0,0,0,0,1,0,222,26,0,0
2014-04-24,0,0,0,0,0,1,0,222,27,0,0
2014-04-25,0,0,0,0,0,1,0,222,28,0,0
2014-04-28,1,0,0,0,0,0,0,223,-1,1,0
2014-04-29,1,0,0,0,0,0,0,223,0,1,0
2014-04-30,1,0,0,0,0,0,0,223,1,1,0
2014-05-01,1,0,0,0,0,0,0,223,2,1,0
2014-05-02,1,0,0,0,0,0,0,223,3,1,0
2014-05-05,0,1,0,0,0,0,0,224,4,0,0
2014-05-06,0,1,0,0,0,0,0,224,5,0,0
2014-05-07,0,1,0,0,0,0,0,224,6,0,0
2014-05-08,0,1,0,0,0,0,0,224,7,0,0
2014-05-09,0,1,0,0,0,0,0,224,8,0,0
2014-05-12,0,0,1,0,0,0,0,225,9,1,1
2014-05-13,0,0,1,0,0,0,0,225,10,1,1
2014-05-14,0,0,1,0,0,0,0,225,11,1,1
2014-05-15,0,0,1,0,0,0,0,225,12,1,1
2014-05-16,0,0,1,0,0,0,0,225,13,1,1
2014-05-19,0,0,0,1,0,0,0,226,14,0,0
2014-05-20,0,0,0,1,0,0,0,226,15,0,0
2014-05-21,0,0,0,1,0,0,0,226,16,0,0
2014-05-22,0,0,0,1,0,0,0,226,17,0,0
2014-05-23,0,0,0,1,0,0,0,226,18,0,0
2014-05-26,0,0,0,0,1,0,0,227,19,1,1
2014-05-27,0,0,0,0,1,0,0,227,20,1,1
2014-05-28,0,0,0,0,1,0,0,227,21,1,1
2014-05-29,0,0,0,0,1,0,0,227,22,1,1
2014-05-30,0,0,0,0,1,0,0,227,23,1,1
2014-06-02,0,0,0,0,0,1,0,228,24,0,0
2014-06-03,0,0,0,0,0,1,0,228,25,0,0
2014-06-04,0,0,0,0,0,1,0,228,26,0,0
2014-06-05,0,0,0,0,0,1,0,228,27,0,0
2014-06-06,0,0,0,0,0,1,0,228,28,0,0
2014-06-09,0,0,0,0,0,0,1,229,29,1,1
2014-06-10,0,0,0,0,0,0,1,229,30,1,1
2014-06-11,0,0,0,0,0,0,1,229,31,1,1
2014-06-12,0,0,0,0,0,0,1,229,32,1,1
2014-06-13,0,0,0,0,0,0,1,229,33,1,1
2014-06-16,1,0,0,0,0,0,0,230,-1,1,0
2014-06-17,1,0,0,0,0,0,0,230,0,1,0
2014-06-18,1,0,0,0,0,0,0,230,1,1,0
2014-06-19,1,0,0,0,0,0,0,230,2,1,0
2014-06-20,1,0,0,0,0,0,0,230,3,1,0
2014-06-23,0,1,0,0,0,0,0,231,4,0,0
2014-06-24,0,1,0,0,0,0,0,231,5,0,0
2014-06-25,0,1,0,0,0,0,0,231,6,0,0
2014-06-26,0,1,0,0,0,0,0,231,7,0,0
2014-06-27,0,1,0,0,0,0,0,231,8,0,0
2014-06-30,0,0,1,0,0,0,0,232,9,1,1
2014-07-01,0,0,1,0,0,0,0,232,10,1,1
2014-07-02,0,0,1,0,0,0,0,232,11,1,1
2014-07-03,0,0,1,0,0,0,0,232,12,1,1
2014-07-04,0,0,1,0,0,0,0,232,13,1,1
2014-07-07,0,0,0,1,0,0,0,233,14,0,0
2014-07-08,0,0,0,1,0,0,0,233,15,0,0
2014-07-09,0,0,0,1,0,0,0,233,16,0,0
2014-07-10,0,0,0,1,0,0,0,233,17,0,0
2014-07-11,0,0,0,1,0,0,0,233,18,0,0
2014-07-14,0,0,0,0,1,0,0,234,19,1,1
2014-07-15,0,0,0,0,1,0,0,234,20,1,1
2014-07-16,0,0,0,0,1,0,0,234,21,1,1
2014-07-17,0,0,0,0,1,0,0,234,22,1,1
2014-07-18,0,0,0,0,1,0,0,234,23,1,1
2014-07-21,0,0,0,0,0,1,0,235,24,0,0
2014-07-22,0,0,0,0,0,1,0,235,25,0,0
2014-07-23,0,0,0,0,0,1,0,235,26,0,0
2014-07-24,0,0,0,0,0,1,0,235,27,0,0
2014-07-25,0,0,0,0,0,1,0,235,28,0,0
2014-07-28,1,0,0,0,0,0,0,236,-1,1,0
2014-07-29,1,0,0,0,0,0,0,236,0,1,0
2014-07-30,1,0,0,0,0,0,0,236,1,1,0
2014-07-31,1,0,0,0,0,0,0,236,2,1,0
2014-08-01,1,0,0,0,0,0,0,236,3,1,0
2014-08-04,0,1,0,0,0,0,0,237,4,0,0
2014-08-05,0,1,0,0,0,0,0,237,5,0,0
2014-08-06,0,1,0,0,0,0,0,237,6,0,0
2014-08-07,0,1,0,0,0,0,0,237,7,0,0
2014-08-08,0,1,0,0,0,0,0,237,8,0,0
2014-08-11,0,0,1,0,0,0,0,238,9,1,1
2014-08-12,0,0,1,0,0,0,0,238,10,1,1
2014-08-13,0,0,1,0,0,0,0,238,11,1,1
2014-08-14,0,0,1,0,0,0,0,238,12,1,1
2014-08-15,0,0,1,0,0,0,0,238,13,1,1
2014-08-18,0,0,0,1,0,0,0,239,14,0,0
2014-08-19,0,0,0,1,0,0,0,239,15,0,0
2014-08-20,0,0,0,1,0,0,0,239,16,0,0
2014-08-21,0,0,0,1,0,0,0,239,17,0,0
2014-08-22,0,0,0,1,0,0,0,239,18,0,0
2014-08-25,0,0,0,0,1,0,0,240,19,1,1
2014-08-26,0,0,0,0,1,0,0,240,20,1,1
2014-08-27,0,0,0,0,1,0,0,240,21,1,1
2014-08-28,0,0,0,0,1,0,0,240,22,1,1
2014-08-29,0,0,0,0,1,0,0,240,23,1,1
2014-09-01,0,0,0,0,0,1,0,241,24,0,0
2014-09-02,0,0,0,0,0,1,0,241,25,0,0
2014-09-03,0,0,0,0,0,1,0,241,26,0,0
2014-09-04,0,0,0,0,0,1,0,241,27,0,0
2014-09-05,0,0,0,0,0,1,0,241,28,0,0
2014-09-08,0,0,0,0,0,0,1,242,29,1,1
2014-09-09,0,0,0,0,0,0,1,242,30,1,1
2014-09-10,0,0,0,0,0,0,1,242,31,1,1
2014-09-11,0,0,0,0,0,0,1,242,32,1,1
2014-09-12,0,0,0,0,0,0,1,242,33,1,1
2014-09-15,1,0,0,0,0,0,0,243,-1,1,0
2014-09-16,1,0,0,0,0,0,0,243,0,1,0
2014-09-17,1,0,0,0,0,0,0,243,1,1,0
2014-09-18,1,0,0,0,0,0,0,243,2,1,0
2014-09-19,1,0,0,0,0,0,0,243,3,1,0
2014-09-22,0,1,0,0,0,0,0,244,4,0,0
2014-09-23,0,1,0,0,0,0,0,244,5,0,0
2014-09-24,0,1,0,0,0,0,0,244,6,0,0
2014-09-25,0,1,0,0,0,0,0,244,7,0,0
2014-09-26,0,1,0,0,0,0,0,244,8,0,0
2014-09-29,0,0,1,0,0,0,0,245,9,1,1
2014-09-30,0,0,1,0,0,0,0,245,10,1,1
2014-10-01,0,0,1,0,0,0,0,245,11,1,1
2014-10-02,0,0,1,0,0,0,0,245,12,1,1
2014-10-03,0,0,1,0,0,0,0,245,13,1,1
2014-10-06,0,0,0,1,0,0,0,246,14,0,0
2014-10-07,0,0,0,1,0,0,0,246,15,0,0
2014-10-08,0,0,0,1,0,0,0,246,16,0,0
2014-10-09,0,0,0,1,0,0,0,246,17,0,0
2014-10-10,0,0,0,1,0,0,0,246,18,0,0
2014-10-13,0,0,0,0,1,0,0,247,19,1,1
2014-10-14,0,0,0,0,1,0,0,247,20,1,1
2014-10-15,0,0,0,0,1,0,0,247,21,1,1
2014-10-16,0,0,0,0,1,0,0,247,22,1,1
2014-10-17,0,0,0,0,1,0,0,247,23,1,1
2014-10-20,0,0,0,0,0,1,0,248,24,0,0
2014-10-21,0,0,0,0,0,1,0,248,25,0,0
2014-10-22,0,0,0,0,0,1,0,248,26,0,0
2014-10-23,0,0,0,0,0,1,0,248,27,0,0
2014-10-24,0,0,0,0,0,1,0,248,28,0,0
2014-10-27,1,0,0,0,0,0,0,249,-1,1,0
2014-10-28,1,0,0,0,0,0,0,249,0,1,0
2014-10-29,1,0,0,0,0,0,0,249,1,1,0
2014-10-30,1,0,0,0,0,0,0,249,2,1,0
2014-10-31,1,0,0,0,0,0,0,249,3,1,0
2014-11-03,0,1,0,0,0,0,0,250,4,0,0
2014-11-04,0,1,0,0,0,0,0,250,5,0,0
2014-11-05,0,1,0,0,0,0,0,250,6,0,0
2014-11-06,0,1,0,0,0,0,0,250,7,0,0
2014-11-07,0,1,0,0,0,0,0,250,8,0,0
2014-11-10,0,0,1,0,0,0,0,251,9,1,1
2014-11-11,0,0,1,0,0,0,0,251,10,1,1
2014-11-12,0,0,1,0,0,0,0,251,11,1,1
2014-11-13,0,0,1,0,0,0,0,251,12,1,1
2014-11-14,0,0,1,0,0,0,0,251,13,1,1
2014-11-17,0,0,0,1,0,0,0,252,14,0,0
2014-11-18,0,0,0,1,0,0,0,252,15,0,0
2014-11-19,0,0,0,1,0,0,0,252,16,0,0
2014-11-20,0,0,0,1,0,0,0,252,17,0,0
2014-11-21,0,0,0,1,0,0,0,252,18,0,0
2014-11-24,0,0,0,0,1,0,0,253,19,1,1
2014-11-25,0,0,0,0,1,0,0,253,20,1,1
2014-11-26,0,0,0,0,1,0,0,253,21,1,1
2014-11-27,0,0,0,0,1,0,0,253,22,1,1
2014-11-28,0,0,0,0,1,0,0,253,23,1,1
2014-12-01,0,0,0,0,0,1,0,254,24,0,0
2014-12-02,0,0,0,0,0,1,0,254,25,0,0
2014-12-03,0,0,0,0,0,1,0,254,26,0,0
2014-12-04,0,0,0,0,0,1,0,254,27,0,0
2014-12-05,0,0,0,0,0,1,0,254,28,0,0
2014-12-08,0,0,0,0,0,0,1,255,29,1,1
2014-12-09,0,0,0,0,0,0,1,255,30,1,1
2014-12-10,0,0,0,0,0,0,1,255,31,1,1
2014-12-11,0,0,0,0,0,0,1,255,32,1,1
2014-12-12,0,0,0,0,0,0,1,255,33,1,1
2014-12-15,1,0,0,0,0,0,0,256,-1,1,0
2014-12-16,1,0,0,0,0,0,0,256,0,1,0
2014-12-17,1,0,0,0,0,0,0,256,1,1,0
2014-12-18,1,0,0,0,0,0,0,256,2,1,0
2014-12-19,1,0,0,0,0,0,0,256,3,1,0
2014-12-22,0,1,0,0,0,0,0,257,4,0,0
2014-12-23,0,1,0,0,0,0,0,257,5,0,0
2014-12-24,0,1,0,0,0,0,0,257,6,0,0
2014-12-25,0,1,0,0,0,0,0,257,7,0,0
2014-12-26,0,1,0,0,0,0,0,257,8,0,0
2014-12-29,0,0,1,0,0,0,0,258,9,1,1
2014-12-30,0,0,1,0,0,0,0,258,10,1,1
2014-12-31,0,0,1,0,0,0,0,258,11,1,1
2015-01-01,0,0,1,0,0,0,0,258,12,1,1
2015-01-02,0,0,1,0,0,0,0,258,13,1,1
2015-01-05,0,0,0,1,0,0,0,259,14,0,0
2015-01-06,0,0,0,1,0,0,0,259,15,0,0
2015-01-07,0,0,0,1,0,0,0,259,16,0,0
2015-01-08,0,0,0,1,0,0,0,259,17,0,0
2015-01-09,0,0,0,1,0,0,0,259,18,0,0
2015-01-12,0,0,0,0,1,0,0,260,19,1,1
2015-01-13,0,0,0,0,1,0,0,260,20,1,1
2015-01-14,0,0,0,0,1,0,0,260,21,1,1
2015-01-15,0,0,0,0,1,0,0,260,22,1,1
2015-01-16,0,0,0,0,1,0,0,260,23,1,1
2015-01-19,0,0,0,0,0,1,0,261,24,0,0
2015-01-20,0,0,0,0,0,1,0,261,25,0,0
2015-01-21,0,0,0,0,0,1,0,261,26,0,0
2015-01-22,0,0,0,0,0,1,0,261,27,0,0
2015-01-23,0,0,0,0,0,1,0,261,28,0,0
2015-01-26,1,0,0,0,0,0,0,262,-1,1,0
2015-01-27,1,0,0,0,0,0,0,262,0,1,0
2015-01-28,1,0,0,0,0,0,0,262,1,1,0
2015-01-29,1,0,0,0,0,0,0,262,2,1,0
2015-01-30,1,0,0,0,0,0,0,262,3,1,0
2015-02-02,0,1,0,0,0,0,0,263,4,0,0
2015-02-03,0,1,0,0,0,0,0,263,5,0,0
2015-02-04,0,1,0,0,0,0,0,263,6,0,0
2015-02-05,0,1,0,0,0,0,0,263,7,0,0
2015-02-06,0,1,0,0,0,0,0,263,8,0,0
2015-02-09,0,0,1,0,0,0,0,264,9,1,1
2015-02-10,0,0,1,0,0,0,0,264,10,1,1
2015-02-11,0,0,1,0,0,0,0,264,11,1,1
2015-02-12,0,0,1,0,0,0,0,264,12,1,1
2015-02-13,0,0,1,0,0,0,0,264,13,1,1
2015-02-16,0,0,0,1,0,0,0,265,14,0,0
2015-02-17,0,0,0,1,0,0,0,265,15,0,0
2015-02-18,0,0,0,1,0,0,0,265,16,0,0
2015-02-19,0,0,0,1,0,0,0,265,17,0,0
2015-02-20,0,0,0,1,0,0,0,265,18,0,0
2015-02-23,0,0,0,0,1,0,0,266,19,1,1
2015-02-24,0,0,0,0,1,0,0,266,20,1,1
2015-02-25,0,0,0,0,1,0,0,266,21,1,1
2015-02-26,0,0,0,0,1,0,0,266,22,1,1
2015-02-27,0,0,0,0,1,0,0,266,23,1,1
2015-03-02,0,0,0,0,0,1,0,267,24,0,0
2015-03-03,0,0,0,0,0,1,0,267,25,0,0
2015-03-04,0,0,0,0,0,1,0,267,26,0,0
2015-03-05,0,0,0,0,0,1,0,267,27,0,0
2015-03-06,0,0,0,0,0,1,0,267,28,0,0
2015-03-09,0,0,0,0,0,0,1,268,29,1,1
2015-03-10,0,0,0,0,0,0,1,268,30,1,1
2015-03-11,0,0,0,0,0,0,1,268,31,1,1
2015-03-12,0,0,0,0,0,0,1,268,32,1,1
2015-03-13,0,0,0,0,0,0,1,268,33,1,1
2015-03-16,1,0,0,0,0,0,0,269,-1,1,0
2015-03-17,1,0,0,0,0,0,0,269,0,1,0
2015-03-18,1,0,0,0,0,0,0,269,1,1,0
2015-03-19,1,0,0,0,0,0,0,269,2,1,0
2015-03-20,1,0,0,0,0,0,0,269,3,1,0
2015-03-23,0,1,0,0,0,0,0,270,4,0,0
2015-03-24,0,1,0,0,0,0,0,270,5,0,0
2015-03-25,0,1,0,0,0,0,0,270,6,0,0
2015-03-26,0,1,0,0,0,0,0,270,7,0,0
2015-03-27,0,1,0,0,0,0,0,270,8,0,0
2015-03-30,0,0,1,0,0,0,0,271,9,1,1
2015-03-31,0,0,1,0,0,0,0,271,10,1,1
2015-04-01,0,0,1,0,0,0,0,271,11,1,1
2015-04-02,0,0,1,0,0,0,0,271,12,1,1
2015-04-03,0,0,1,0,0,0,0,271,13,1,1
2015-04-06,0,0,0,1,0,0,0,272,14,0,0
2015-04-07,0,0,0,1,0,0,0,272,15,0,0
2015-04-08,0,0,0,1,0,0,0,272,16,0,0
2015-04-09,0,0,0,1,0,0,0,272,17,0,0
2015-04-10,0,0,0,1,0,0,0,272,18,0,0
2015-04-13,0,0,0,0,1,0,0,273,19,1,1
2015-04-14,0,0,0,0,1,0,0,273,20,1,1
2015-04-15,0,0,0,0,1,0,0,273,21,1,1
2015-04-16,0,0,0,0,1,0,0,273,22,1,1
2015-04-17,0,0,0,0,1,0,0,273,23,1,1
2015-04-20,0,0,0,0,0,1,0,274,24,0,0
2015-04-21,0,0,0,0,0,1,0,274,25,0,0
2015-04-22,0,0,0,0,0,1,0,274,26,0,0
2015-04-23,0,0,0,0,0,1,0,274,27,0,0
2015-04-24,0,0,0,0,0,1,0,274,28,0,0
2015-04-27,1,0,0,0,0,0,0,275,-1,1,0
2015-04-28,1,0,0,0,0,0,0,275,0,1,0
2015-04-29,1,0,0,0,0,0,0,275,1,1,0
2015-04-30,1,0,0,0,0,0,0,275,2,1,0
2015-05-01,1,0,0,0,0,0,0,275,3,1,0
2015-05-04,0,1,0,0,0,0,0,276,4,0,0
2015-05-05,0,1,0,0,0,0,0,276,5,0,0
2015-05-06,0,1,0,0,0,0,0,276,6,0,0
2015-05-07,0,1,0,0,0,0,0,276,7,0,0
2015-05-08,0,1,0,0,0,0,0,276,8,0,0
2015-05-11,0,0,1,0,0,0,0,277,9,1,1
2015-05-12,0,0,1,0,0,0,0,277,10,1,1
2015-05-13,0,0,1,0,0,0,0,277,11,1,1
2015-05-14,0,0,1,0,0,0,0,277,12,1,1
2015-05-15,0,0,1,0,0,0,0,277,13,1,1
2015-05-18,0,0,0,1,0,0,0,278,14,0,0
2015-05-19,0,0,0,1,0,0,0,278,15,0,0
2015-05-20,0,0,0,1,0,0,0,278,16,0,0
2015-05-21,0,0,0,1,0,0,0,278,17,0,0
2015-05-22,0,0,0,1,0,0,0,278,18,0,0
2015-05-25,0,0,0,0,1,0,0,279,19,1,1
2015-05-26,0,0,0,0,1,0,0,279,20,1,1
2015-05-27,0,0,0,0,1,0,0,279,21,1,1
2015-05-28,0,0,0,0,1,0,0,279,22,1,1
2015-05-29,0,0,0,0,1,0,0,279,23,1,1
2015-06-01,0,0,0,0,0,1,0,280,24,0,0
2015-06-02,0,0,0,0,0,1,0,280,25,0,0
2015-06-03,0,0,0,0,0,1,0,280,26,0,0
2015-06-04,0,0,0,0,0,1,0,280,27,0,0
2015-06-05,0,0,0,0,0,1,0,280,28,0,0
2015-06-08,0,0,0,0,0,0,1,281,29,1,1
2015-06-09,0,0,0,0,0,0,1,281,30,1,1
2015-06-10,0,0,0,0,0,0,1,281,31,1,1
2015-06-11,0,0,0,0,0,0,1,281,32,1,1
2015-06-12,0,0,0,0,0,0,1,281,33,1,1
2015-06-15,1,0,0,0,0,0,0,282,-1,1,0
2015-06-16,1,0,0,0,0,0,0,282,0,1,0
2015-06-17,1,0,0,0,0,0,0,282,1,1,0
2015-06-18,1,0,0,0,0,0,0,282,2,1,0
2015-06-19,1,0,0,0,0,0,0,282,3,1,0
2015-06-22,0,1,0,0,0,0,0,283,4,0,0
2015-06-23,0,1,0,0,0,0,0,283,5,0,0
2015-06-24,0,1,0,0,0,0,0,283,6,0,0
2015-06-25,0,1,0,0,0,0,0,283,7,0,0
2015-06-26,0,1,0,0,0,0,0,283,8,0,0
2015-06-29,0,0,1,0,0,0,0,284,9,1,1
2015-06-30,0,0,1,0,0,0,0,284,10,1,1
2015-07-01,0,0,1,0,0,0,0,284,11,1,1
2015-07-02,0,0,1,0,0,0,0,284,12,1,1
2015-07-03,0,0,1,0,0,0,0,284,13,1,1
2015-07-06,0,0,0,1,0,0,0,285,14,0,0
2015-07-07,0,0,0,1,0,0,0,285,15,0,0
2015-07-08,0,0,0,1,0,0,0,285,16,0,0
2015-07-09,0,0,0,1,0,0,0,285,17,0,0
2015-07-10,0,0,0,1,0,0,0,285,18,0,0
2015-07-13,0,0,0,0,1,0,0,286,19,1,1
2015-07-14,0,0,0,0,1,0,0,286,20,1,1
2015-07-15,0,0,0,0,1,0,0,286,21,1,1
2015-07-16,0,0,0,0,1,0,0,286,22,1,1
2015-07-17,0,0,0,0,1,0,0,286,23,1,1
2015-07-20,0,0,0,0,0,1,0,287,24,0,0
2015-07-21,0,0,0,0,0,1,0,287,25,0,0
2015-07-22,0,0,0,0,0,1,0,287,26,0,0
2015-07-23,0,0,0,0,0,1,0,287,27,0,0
2015-07-24,0,0,0,0,0,1,0,287,28,0,0
2015-07-27,1,0,0,0,0,0,0,288,-1,1,0
2015-07-28,1,0,0,0,0,0,0,288,0,1,0
2015-07-29,1,0,0,0,0,0,0,288,1,1,0
2015-07-30,1,0,0,0,0,0,0,288,2,1,0
2015-07-31,1,0,0,0,0,0,0,288,3,1,0
2015-08-03,0,1,0,0,0,0,0,289,4,0,0
2015-08-04,0,1,0,0,0,0,0,289,5,0,0
2015-08-05,0,1,0,0,0,0,0,289,6,0,0
2015-08-06,0,1,0,0,0,0,0,289,7,0,0
2015-08-07,0,1,0,0,0,0,0,289,8,0,0
2015-08-10,0,0,1,0,0,0,0,290,9,1,1
2015-08-11,0,0,1,0,0,0,0,290,10,1,1
2015-08-12,0,0,1,0,0,0,0,290,11,1,1
2015-08-13,0,0,1,0,0,0,0,290,12,1,1
2015-08-14,0,0,1,0,0,0,0,290,13,1,1
2015-08-17,0,0,0,1,0,0,0,291,14,0,0
2015-08-18,0,0,0,1,0,0,0,291,15,0,0
2015-08-19,0,0,0,1,0,0,0,291,16,0,0
2015-08-20,0,0,0,1,0,0,0,291,17,0,0
2015-08-21,0,0,0,1,0,0,0,291,18,0,0
2015-08-24,0,0,0,0,1,0,0,292,19,1,1
2015-08-25,0,0,0,0,1,0,0,292,20,1,1
2015-08-26,0,0,0,0,1,0,0,292,21,1,1
2015-08-27,0,0,0,0,1,0,0,292,22,1,1
2015-08-28,0,0,0,0,1,0,0,292,23,1,1
2015-08-31,0,0,0,0,0,1,0,293,24,0,0
2015-09-01,0,0,0,0,0,1,0,293,25,0,0
2015-09-02,0,0,0,0,0,1,0,293,26,0,0
2015-09-03,0,0,0,0,0,1,0,293,27,0,0
2015-09-04,0,0,0,0,0,1,0,293,28,0,0
2015-09-07,0,0,0,0,0,0,1,294,29,1,1
2015-09-08,0,0,0,0,0,0,1,294,30,1,1
2015-09-09,0,0,0,0,0,0,1,294,31,1,1
2015-09-10,0,0,0,0,0,0,1,294,32,1,1
2015-09-11,0,0,0,0,0,0,1,294,33,1,1
2015-09-15,1,0,0,0,0,0,0,295,-1,1,0
2015-09-16,1,0,0,0,0,0,0,295,0,1,0
2015-09-17,1,0,0,0,0,0,0,295,1,1,0
2015-09-18,1,0,0,0,0,0,0,295,2,1,0
2015-09-21,1,0,0,0,0,0,0,296,3,1,0
2015-09-22,0,1,0,0,0,0,0,296,4,0,0
2015-09-23,0,1,0,0,0,0,0,296,5,0,0
2015-09-24,0,1,0,0,0,0,0,296,6,0,0
2015-09-25,0,1,0,0,0,0,0,296,7,0,0
2015-09-28,0,1,0,0,0,0,0,297,8,0,0
2015-09-29,0,0,1,0,0,0,0,297,9,1,1
2015-09-30,0,0,1,0,0,0,0,297,10,1,1
2015-10-01,0,0,1,0,0,0,0,297,11,1,1
2015-10-02,0,0,1,0,0,0,0,297,12,1,1
2015-10-05,0,0,1,0,0,0,0,298,13,1,1
2015-10-06,0,0,0,1,0,0,0,298,14,0,0
2015-10-07,0,0,0,1,0,0,0,298,15,0,0
2015-10-08,0,0,0,1,0,0,0,298,16,0,0
2015-10-09,0,0,0,1,0,0,0,298,17,0,0
2015-10-12,0,0,0,1,0,0,0,299,18,0,0
2015-10-13,0,0,0,0,1,0,0,299,19,1,1
2015-10-14,0,0,0,0,1,0,0,299,20,1,1
2015-10-15,0,0,0,0,1,0,0,299,21,1,1
2015-10-16,0,0,0,0,1,0,0,299,22,1,1
2015-10-19,0,0,0,0,1,0,0,300,23,1,1
2015-10-20,0,0,0,0,0,1,0,300,24,0,0
2015-10-21,0,0,0,0,0,1,0,300,25,0,0
2015-10-22,0,0,0,0,0,1,0,300,26,0,0
2015-10-23,0,0,0,0,0,1,0,300,27,0,0
2015-10-26,1,0,0,0,0,0,0,301,-1,1,0
2015-10-27,1,0,0,0,0,0,0,301,0,1,0
2015-10-28,1,0,0,0,0,0,0,301,1,1,0
2015-10-29,1,0,0,0,0,0,0,301,2,1,0
2015-10-30,1,0,0,0,0,0,0,301,3,1,0
2015-11-02,0,1,0,0,0,0,0,302,4,0,0
2015-11-03,0,1,0,0,0,0,0,302,5,0,0
2015-11-04,0,1,0,0,0,0,0,302,6,0,0
2015-11-05,0,1,0,0,0,0,0,302,7,0,0
2015-11-06,0,1,0,0,0,0,0,302,8,0,0
2015-11-09,0,0,1,0,0,0,0,303,9,1,1
2015-11-10,0,0,1,0,0,0,0,303,10,1,1
2015-11-11,0,0,1,0,0,0,0,303,11,1,1
2015-11-12,0,0,1,0,0,0,0,303,12,1,1
2015-11-13,0,0,1,0,0,0,0,303,13,1,1
2015-11-16,0,0,0,1,0,0,0,304,14,0,0
2015-11-17,0,0,0,1,0,0,0,304,15,0,0
2015-11-18,0,0,0,1,0,0,0,304,16,0,0
2015-11-19,0,0,0,1,0,0,0,304,17,0,0
2015-11-20,0,0,0,1,0,0,0,304,18,0,0
2015-11-23,0,0,0,0,1,0,0,305,19,1,1
2015-11-24,0,0,0,0,1,0,0,305,20,1,1
2015-11-25,0,0,0,0,1,0,0,305,21,1,1
2015-11-26,0,0,0,0,1,0,0,305,22,1,1
2015-11-27,0,0,0,0,1,0,0,305,23,1,1
2015-11-30,0,0,0,0,0,1,0,306,24,0,0
2015-12-01,0,0,0,0,0,1,0,306,25,0,0
2015-12-02,0,0,0,0,0,1,0,306,26,0,0
2015-12-03,0,0,0,0,0,1,0,306,27,0,0
2015-12-04,0,0,0,0,0,1,0,306,28,0,0
2015-12-07,0,0,0,0,0,0,1,307,29,1,1
2015-12-08,0,0,0,0,0,0,1,307,30,1,1
2015-12-09,0,0,0,0,0,0,1,307,31,1,1
2015-12-10,0,0,0,0,0,0,1,307,32,1,1
2015-12-11,0,0,0,0,0,0,1,307,33,1,1
2015-12-14,1,0,0,0,0,0,0,308,-1,1,0
2015-12-15,1,0,0,0,0,0,0,308,0,1,0
2015-12-16,1,0,0,0,0,0,0,308,1,1,0
2015-12-17,1,0,0,0,0,0,0,308,2,1,0
2015-12-18,1,0,0,0,0,0,0,308,3,1,0
2015-12-21,0,1,0,0,0,0,0,309,4,0,0
2015-12-22,0,1,0,0,0,0,0,309,5,0,0
2015-12-23,0,1,0,0,0,0,0,309,6,0,0
2015-12-24,0,1,0,0,0,0,0,309,7,0,0
2015-12-25,0,1,0,0,0,0,0,309,8,0,0
2015-12-28,0,0,1,0,0,0,0,310,9,1,1
2015-12-29,0,0,1,0,0,0,0,310,10,1,1
2015-12-30,0,0,1,0,0,0,0,310,11,1,1
2015-12-31,0,0,1,0,0,0,0,310,12,1,1
2016-01-01,0,0,1,0,0,0,0,310,13,1,1
2016-01-04,0,0,0,1,0,0,0,311,14,0,0
2016-01-05,0,0,0,1,0,0,0,311,15,0,0
2016-01-06,0,0,0,1,0,0,0,311,16,0,0
2016-01-07,0,0,0,1,0,0,0,311,17,0,0
2016-01-08,0,0,0,1,0,0,0,311,18,0,0
2016-01-11,0,0,0,0,1,0,0,312,19,1,1
2016-01-12,0,0,0,0,1,0,0,312,20,1,1
2016-01-13,0,0,0,0,1,0,0,312,21,1,1
2016-01-14,0,0,0,0,1,0,0,312,22,1,1
2016-01-15,0,0,0,0,1,0,0,312,23,1,1
2016-01-18,0,0,0,0,0,1,0,313,24,0,0
2016-01-19,0,0,0,0,0,1,0,313,25,0,0
2016-01-20,0,0,0,0,0,1,0,313,26,0,0
2016-01-21,0,0,0,0,0,1,0,313,27,0,0
2016-01-22,0,0,0,0,0,1,0,313,28,0,0
2016-01-25,1,0,0,0,0,0,0,314,-1,1,0
2016-01-26,1,0,0,0,0,0,0,314,0,1,0
2016-01-27,1,0,0,0,0,0,0,314,1,1,0
2016-01-28,1,0,0,0,0,0,0,314,2,1,0
2016-01-29,1,0,0,0,0,0,0,314,3,1,0
2016-02-01,0,1,0,0,0,0,0,315,4,0,0
2016-02-02,0,1,0,0,0,0,0,315,5,0,0
2016-02-03,0,1,0,0,0,0,0,315,6,0,0
2016-02-04,0,1,0,0,0,0,0,315,7,0,0
2016-02-05,0,1,0,0,0,0,0,315,8,0,0
2016-02-08,0,0,1,0,0,0,0,316,9,1,1
2016-02-09,0,0,1,0,0,0,0,316,10,1,1
2016-02-10,0,0,1,0,0,0,0,316,11,1,1
2016-02-11,0,0,1,0,0,0,0,316,12,1,1
2016-02-12,0,0,1,0,0,0,0,316,13,1,1
2016-02-15,0,0,0,1,0,0,0,317,14,0,0
