"date","sp500","sp500_d1","sp500_lag5_fw","sp500_lag5_bw","sp500_lag5_fw_d1","sp500_lag5_bw_d1","sp500_5day_fw","sp500_5day_fw_diff"
2014-01-28,1792.5,-18.3,0,1755.2,0,-3.56,-37.3,14.74
2014-01-29,1774.2,19.99,0,1751.64,0,21.79,-22.56,1.8
2014-01-30,1794.19,-11.6,0,1773.43,0,23.59,-20.76,35.19
2014-01-31,1782.59,-40.7,0,1797.02,0,2.82,14.43,43.52
2014-02-03,1741.89,13.31,0,1799.84,1792.5,19.91,57.95,6.6
2014-02-04,1755.2,-3.56,1792.5,1819.75,-18.3,-0.49,64.55,3.07
2014-02-05,1751.64,21.79,1774.2,1819.26,19.99,10.57,67.62,-11.22
2014-02-06,1773.43,23.59,1794.19,1829.83,-11.6,8.8,56.4,-14.79
2014-02-07,1797.02,2.82,1782.59,1838.63,-40.7,2.13,41.61,-0.69
2014-02-10,1799.84,19.91,1741.89,1840.76,13.31,-12.01,40.92,-31.92
2014-02-11,1819.75,-0.49,1755.2,1828.75,-3.56,11.03,9,11.52
2014-02-12,1819.26,10.57,1751.64,1839.78,21.79,-3.53,20.52,-14.1
2014-02-13,1829.83,8.8,1773.43,1836.25,23.59,11.36,6.42,2.56
2014-02-14,1838.63,2.13,1797.02,1847.61,2.82,-2.49,8.98,-4.62
2014-02-18,1840.76,-12.01,1799.84,1845.12,19.91,0.04,4.36,12.05
2014-02-19,1828.75,11.03,1819.75,1845.16,-0.49,9.13,16.41,-1.9
2014-02-20,1839.78,-3.53,1819.26,1854.29,10.57,5.16,14.51,8.69
2014-02-21,1836.25,11.36,1829.83,1859.45,8.8,-13.72,23.2,-25.08
2014-02-24,1847.61,-2.49,1838.63,1845.73,2.13,28.18,-1.88,30.67
2014-02-25,1845.12,0.04,1840.76,1873.91,-12.01,-0.1,28.79,-0.14
2014-02-26,1845.16,9.13,1828.75,1873.81,11.03,3.22,28.65,-5.91
2014-02-27,1854.29,5.16,1839.78,1877.03,-3.53,1.01,22.74,-4.15
2014-02-28,1859.45,-13.72,1836.25,1878.04,11.36,-0.87,18.59,12.85
2014-03-03,1845.73,28.18,1847.61,1877.17,-2.49,-9.54,31.44,-37.72
2014-03-04,1873.91,-0.1,1845.12,1867.63,0.04,0.57,-6.28,0.67
2014-03-05,1873.81,3.22,1845.16,1868.2,9.13,-21.86,-5.61,-25.08
2014-03-06,1877.03,1.01,1854.29,1846.34,5.16,-5.21,-30.69,-6.22
2014-03-07,1878.04,-0.87,1859.45,1841.13,-13.72,17.7,-36.91,18.57
2014-03-10,1877.17,-9.54,1845.73,1858.83,28.18,13.42,-18.34,22.96
2014-03-11,1867.63,0.57,1873.91,1872.25,-0.1,-11.48,4.62,-12.05
2014-03-12,1868.2,-21.86,1873.81,1860.77,3.22,11.24,-7.43,33.1
2014-03-13,1846.34,-5.21,1877.03,1872.01,1.01,-5.49,25.67,-0.28
2014-03-14,1841.13,17.7,1878.04,1866.52,-0.87,-9.08,25.39,-26.78
2014-03-17,1858.83,13.42,1877.17,1857.44,-9.54,8.18,-1.39,-5.24
2014-03-18,1872.25,-11.48,1867.63,1865.62,0.57,-13.06,-6.63,-1.58
2014-03-19,1860.77,11.24,1868.2,1852.56,-21.86,-3.52,-8.21,-14.76
2014-03-20,1872.01,-5.49,1846.34,1849.04,-5.21,8.58,-22.97,14.07
2014-03-21,1866.52,-9.08,1841.13,1857.62,17.7,14.72,-8.9,23.8
2014-03-24,1857.44,8.18,1858.83,1872.34,13.42,13.18,14.9,5
2014-03-25,1865.62,-13.06,1872.25,1885.52,-11.48,5.38,19.9,18.44
2014-03-26,1852.56,-3.52,1860.77,1890.9,11.24,-2.13,38.34,1.39
2014-03-27,1849.04,8.58,1872.01,1888.77,-5.49,-23.68,39.73,-32.26
2014-03-28,1857.62,14.72,1866.52,1865.09,-9.08,-20.05,7.47,-34.77
2014-03-31,1872.34,13.18,1857.44,1845.04,8.18,6.92,-27.3,-6.26
2014-04-01,1885.52,5.38,1865.62,1851.96,-13.06,20.22,-33.56,14.84
2014-04-02,1890.9,-2.13,1852.56,1872.18,-3.52,-39.1,-18.72,-36.97
2014-04-03,1888.77,-23.68,1849.04,1833.08,8.58,-17.39,-55.69,6.29
2014-04-04,1865.09,-20.05,1857.62,1815.69,14.72,14.92,-49.4,34.97
2014-04-07,1845.04,6.92,1872.34,1830.61,13.18,12.37,-14.43,5.45
2014-04-08,1851.96,20.22,1885.52,1842.98,5.38,19.33,-8.98,-0.89
2014-04-09,1872.18,-39.1,1890.9,1862.31,-2.13,2.54,-9.87,41.64
2014-04-10,1833.08,-17.39,1888.77,1864.85,-23.68,7.04,31.77,24.43
2014-04-11,1815.69,14.92,1865.09,1871.89,-20.05,7.66,56.2,-7.26
2014-04-14,1830.61,12.37,1845.04,1879.55,6.92,-4.16,48.94,-16.53
2014-04-15,1842.98,19.33,1851.96,1875.39,20.22,3.22,32.41,-16.11
2014-04-16,1862.31,2.54,1872.18,1878.61,-39.1,-15.21,16.3,-17.75
2014-04-17,1864.85,7.04,1833.08,1863.4,-17.39,6.03,-1.45,-1.01
2014-04-21,1871.89,7.66,1815.69,1869.43,14.92,8.9,-2.46,1.24
2014-04-22,1879.55,-4.16,1830.61,1878.33,12.37,5.62,-1.22,9.78
2014-04-23,1875.39,3.22,1842.98,1883.95,19.33,-0.27,8.56,-3.49
2014-04-24,1878.61,-15.21,1862.31,1883.68,2.54,-2.54,5.07,12.67
2014-04-25,1863.4,6.03,1864.85,1881.14,7.04,3.52,17.74,-2.51
2014-04-28,1869.43,8.9,1871.89,1884.66,7.66,-16.94,15.23,-25.84
2014-04-29,1878.33,5.62,1879.55,1867.72,-4.16,10.49,-10.61,4.87
2014-04-30,1883.95,-0.27,1875.39,1878.21,3.22,-2.58,-5.74,-2.31
2014-05-01,1883.68,-2.54,1878.61,1875.63,-15.21,2.85,-8.05,5.39
2014-05-02,1881.14,3.52,1863.4,1878.48,6.03,18.17,-2.66,14.65
2014-05-05,1884.66,-16.94,1869.43,1896.65,8.9,0.8,11.99,17.74
2014-05-06,1867.72,10.49,1878.33,1897.45,5.62,-8.92,29.73,-19.41
2014-05-07,1878.21,-2.58,1883.95,1888.53,-0.27,-17.68,10.32,-15.1
2014-05-08,1875.63,2.85,1883.68,1870.85,-2.54,7.01,-4.78,4.16
2014-05-09,1878.48,18.17,1881.14,1877.86,3.52,7.22,-0.62,-10.95
2014-05-12,1896.65,0.8,1884.66,1885.08,-16.94,-12.25,-11.57,-13.05
2014-05-13,1897.45,-8.92,1867.72,1872.83,10.49,15.2,-24.62,24.12
2014-05-14,1888.53,-17.68,1878.21,1888.03,-2.58,4.46,-0.5,22.14
2014-05-15,1870.85,7.01,1875.63,1892.49,2.85,8.04,21.64,1.03
2014-05-16,1877.86,7.22,1878.48,1900.53,18.17,11.38,22.67,4.16
2014-05-19,1885.08,-12.25,1896.65,1911.91,0.8,-2.13,26.83,10.12
2014-05-20,1872.83,15.2,1897.45,1909.78,-8.92,10.25,36.95,-4.95
2014-05-21,1888.03,4.46,1888.53,1920.03,-17.68,3.54,32,-0.92
2014-05-22,1892.49,8.04,1870.85,1923.57,7.01,1.4,31.08,-6.64
2014-05-23,1900.53,11.38,1877.86,1924.97,7.22,-0.73,24.44,-12.11
2014-05-27,1911.91,-2.13,1885.08,1924.24,-12.25,3.64,12.33,5.77
2014-05-28,1909.78,10.25,1872.83,1927.88,15.2,12.58,18.1,2.33
2014-05-29,1920.03,3.54,1888.03,1940.46,4.46,8.98,20.43,5.44
2014-05-30,1923.57,1.4,1892.49,1949.44,8.04,1.83,25.87,0.43
2014-06-02,1924.97,-0.73,1900.53,1951.27,11.38,-0.48,26.3,0.25
2014-06-03,1924.24,3.64,1911.91,1950.79,-2.13,-6.9,26.55,-10.54
2014-06-04,1927.88,12.58,1909.78,1943.89,10.25,-13.78,16.01,-26.36
2014-06-05,1940.46,8.98,1920.03,1930.11,3.54,6.05,-10.35,-2.93
2014-06-06,1949.44,1.83,1923.57,1936.16,1.4,1.62,-13.28,-0.21
2014-06-09,1951.27,-0.48,1924.97,1937.78,-0.73,4.21,-13.49,4.69
2014-06-10,1950.79,-6.9,1924.24,1941.99,3.64,14.99,-8.8,21.89
2014-06-11,1943.89,-13.78,1927.88,1956.98,12.58,2.5,13.09,16.28
2014-06-12,1930.11,6.05,1940.46,1959.48,8.98,3.39,29.37,-2.66
2014-06-13,1936.16,1.62,1949.44,1962.87,1.83,-0.26,26.71,-1.88
2014-06-16,1937.78,4.21,1951.27,1962.61,-0.48,-12.63,24.83,-16.84
2014-06-17,1941.99,14.99,1950.79,1949.98,-6.9,9.55,7.99,-5.44
2014-06-18,1956.98,2.5,1943.89,1959.53,-13.78,-2.31,2.55,-4.81
2014-06-19,1959.48,3.39,1930.11,1957.22,6.05,3.74,-2.26,0.35
2014-06-20,1962.87,-0.26,1936.16,1960.96,1.62,-0.73,-1.91,-0.47
2014-06-23,1962.61,-12.63,1937.78,1960.23,4.21,13.09,-2.38,25.72
2014-06-24,1949.98,9.55,1941.99,1973.32,14.99,1.3,23.34,-8.25
2014-06-25,1959.53,-2.31,1956.98,1974.62,2.5,10.82,15.09,13.13
2014-06-26,1957.22,3.74,1959.48,1985.44,3.39,-7.79,28.22,-11.53
2014-06-27,1960.96,-0.73,1962.87,1977.65,-0.26,-13.94,16.69,-13.21
2014-06-30,1960.23,13.09,1962.61,1963.71,-12.63,9.12,3.48,-3.97
2014-07-01,1973.32,1.3,1949.98,1972.83,9.55,-8.15,-0.49,-9.45
2014-07-02,1974.62,10.82,1959.53,1964.68,-2.31,2.89,-9.94,-7.93
2014-07-03,1985.44,-7.79,1957.22,1967.57,3.74,9.53,-17.87,17.32
2014-07-07,1977.65,-13.94,1960.96,1977.1,-0.73,-3.82,-0.55,10.12
2014-07-08,1963.71,9.12,1960.23,1973.28,13.09,8.29,9.57,-0.83
2014-07-09,1972.83,-8.15,1973.32,1981.57,1.3,-23.45,8.74,-15.3
2014-07-10,1964.68,2.89,1974.62,1958.12,10.82,20.1,-6.56,17.21
2014-07-11,1967.57,9.53,1985.44,1978.22,-7.79,-4.59,10.65,-14.12
2014-07-14,1977.1,-3.82,1977.65,1973.63,-13.94,9.9,-3.47,13.72
2014-07-15,1973.28,8.29,1963.71,1983.53,9.12,3.48,10.25,-4.81
2014-07-16,1981.57,-23.45,1972.83,1987.01,-8.15,0.97,5.44,24.42
2014-07-17,1958.12,20.1,1964.68,1987.98,2.89,-9.64,29.86,-29.74
2014-07-18,1978.22,-4.59,1967.57,1978.34,9.53,0.57,0.12,5.16
2014-07-21,1973.63,9.9,1977.1,1978.91,-3.82,-8.96,5.28,-18.86
2014-07-22,1983.53,3.48,1973.28,1969.95,8.29,0.12,-13.58,-3.36
2014-07-23,1987.01,0.97,1981.57,1970.07,-23.45,-39.4,-16.94,-40.37
2014-07-24,1987.98,-9.64,1958.12,1930.67,20.1,-5.52,-57.31,4.12
2014-07-25,1978.34,0.57,1978.22,1925.15,-4.59,13.84,-53.19,13.27
2014-07-28,1978.91,-8.96,1973.63,1938.99,9.9,-18.78,-39.92,-9.82
2014-07-29,1969.95,0.12,1983.53,1920.21,3.48,0.03,-49.74,-0.09
2014-07-30,1970.07,-39.4,1987.01,1920.24,0.97,-10.67,-49.83,28.73
2014-07-31,1930.67,-5.52,1987.98,1909.57,-9.64,22.02,-21.1,27.54
2014-08-01,1925.15,13.84,1978.34,1931.59,0.57,5.33,6.44,-8.51
2014-08-04,1938.99,-18.78,1978.91,1936.92,-8.96,-3.17,-2.07,15.61
2014-08-05,1920.21,0.03,1969.95,1933.75,0.12,12.97,13.54,12.94
2014-08-06,1920.24,-10.67,1970.07,1946.72,-39.4,8.46,26.48,19.13
2014-08-07,1909.57,22.02,1930.67,1955.18,-5.52,-0.12,45.61,-22.14
2014-08-08,1931.59,5.33,1925.15,1955.06,13.84,16.68,23.47,11.35
2014-08-11,1936.92,-3.17,1938.99,1971.74,-18.78,9.86,34.82,13.03
2014-08-12,1933.75,12.97,1920.21,1981.6,0.03,4.91,47.85,-8.06
2014-08-13,1946.72,8.46,1920.24,1986.51,-10.67,5.86,39.79,-2.6
2014-08-14,1955.18,-0.12,1909.57,1992.37,22.02,-3.97,37.19,-3.85
2014-08-15,1955.06,16.68,1931.59,1988.4,5.33,9.52,33.34,-7.16
2014-08-18,1971.74,9.86,1936.92,1997.92,-3.17,2.1,26.18,-7.76
2014-08-19,1981.6,4.91,1933.75,2000.02,12.97,0.1,18.42,-4.81
2014-08-20,1986.51,5.86,1946.72,2000.12,8.46,-3.38,13.61,-9.24
2014-08-21,1992.37,-3.97,1955.18,1996.74,-0.12,6.63,4.37,10.6
2014-08-22,1988.4,9.52,1955.06,2003.37,16.68,-1.09,14.97,-10.61
2014-08-25,1997.92,2.1,1971.74,2002.28,9.86,-1.56,4.36,-3.66
2014-08-26,2000.02,0.1,1981.6,2000.72,4.91,-3.07,0.7,-3.17
2014-08-27,2000.12,-3.38,1986.51,1997.65,5.86,10.06,-2.47,13.44
2014-08-28,1996.74,6.63,1992.37,2007.71,-3.97,-6.17,10.97,-12.8
2014-08-29,2003.37,-1.09,1988.4,2001.54,9.52,-13.1,-1.83,-12.01
2014-09-02,2002.28,-1.56,1997.92,1988.44,2.1,7.25,-13.84,8.81
2014-09-03,2000.72,-3.07,2000.02,1995.69,0.1,1.76,-5.03,4.83
2014-09-04,1997.65,10.06,2000.12,1997.45,-3.38,-11.91,-0.2,-21.97
2014-09-05,2007.71,-6.17,1996.74,1985.54,6.63,-1.41,-22.17,4.76
2014-09-08,2001.54,-13.1,2003.37,1984.13,-1.09,14.85,-17.41,27.95
2014-09-09,1988.44,7.25,2002.28,1998.98,-1.56,2.59,10.54,-4.66
2014-09-10,1995.69,1.76,2000.72,2001.57,-3.07,9.79,5.88,8.03
