"date","sp500","sp500_d1","sp500_lag5_fw","sp500_lag5_bw","sp500_lag5_fw_d1","sp500_lag5_bw_d1","sp500_5day_fw","sp500_5day_fw_diff"
2015-12-08,2063.59,-15.97,2102.63,2043.41,-23.12,29.66,-20.18,45.63
2015-12-09,2047.62,4.61,2079.51,2073.07,-29.89,-31.18,25.45,-35.79
2015-12-10,2052.23,-39.86,2049.62,2041.89,42.07,-36.34,-10.34,3.52
2015-12-11,2012.37,9.57,2091.69,2005.55,-14.62,15.6,-6.82,6.03
2015-12-14,2021.94,21.47,2077.07,2021.15,-13.48,17.82,-0.79,-3.65
2015-12-15,2043.41,29.66,2063.59,2038.97,-15.97,25.32,-4.44,-4.34
2015-12-16,2073.07,-31.18,2047.62,2064.29,4.61,-3.3,-8.78,27.88
2015-12-17,2041.89,-36.34,2052.23,2060.99,-39.86,-4.49,19.1,31.85
2015-12-18,2005.55,15.6,2012.37,2056.5,9.57,21.86,50.95,6.26
2015-12-21,2021.15,17.82,2021.94,2078.36,21.47,-15,57.21,-32.82
2015-12-22,2038.97,25.32,2043.41,2063.36,29.66,-19.42,24.39,-44.74
2015-12-23,2064.29,-3.3,2073.07,2043.94,-31.18,-31.28,-20.35,-27.98
2015-12-24,2060.99,-4.49,2041.89,2012.66,-36.34,4.05,-48.33,8.54
2015-12-28,2056.5,21.86,2005.55,2016.71,15.6,-26.45,-39.79,-48.31
2015-12-29,2078.36,-15,2021.15,1990.26,17.82,-47.17,-88.1,-32.17
2015-12-30,2063.36,-19.42,2038.97,1943.09,25.32,-21.06,-120.27,-1.64
2015-12-31,2043.94,-31.28,2064.29,1922.03,-3.3,1.64,-121.91,32.92
2016-01-04,2012.66,4.05,2060.99,1923.67,-4.49,15.01,-88.99,10.96
2016-01-05,2016.71,-26.45,2056.5,1938.68,21.86,-48.4,-78.03,-21.95
2016-01-06,1990.26,-47.17,2078.36,1890.28,-15,31.56,-99.98,78.73
2016-01-07,1943.09,-21.06,2063.36,1921.84,-19.42,-41.51,-21.25,-20.45
2016-01-08,1922.03,1.64,2043.94,1880.33,-31.28,1,-41.7,-0.64
2016-01-11,1923.67,15.01,2012.66,1881.33,4.05,-22,-42.34,-37.01
2016-01-12,1938.68,-48.4,2016.71,1859.33,-26.45,9.66,-79.35,58.06
2016-01-13,1890.28,31.56,1990.26,1868.99,-47.17,37.91,-21.29,6.35
2016-01-14,1921.84,-41.51,1943.09,1906.9,-21.06,-29.82,-14.94,11.69
2016-01-15,1880.33,1,1922.03,1877.08,1.64,26.55,-3.25,25.55
2016-01-19,1881.33,-22,1923.67,1903.63,15.01,-20.68,22.3,1.32
2016-01-20,1859.33,9.66,1938.68,1882.95,-48.4,10.41,23.62,0.75
2016-01-21,1868.99,37.91,1890.28,1893.36,31.56,46.88,24.37,8.97
2016-01-22,1906.9,-29.82,1921.84,1940.24,-41.51,-0.86,33.34,28.96
2016-01-25,1877.08,26.55,1880.33,1939.38,1,-36.35,62.3,-62.9
2016-01-26,1903.63,-20.68,1881.33,1903.03,-22,9.5,-0.6,30.18
2016-01-27,1882.95,10.41,1859.33,1912.53,9.66,2.92,29.58,-7.49
2016-01-28,1893.36,46.88,1868.99,1915.45,37.91,-35.4,22.09,-82.28
2016-01-29,1940.24,-0.86,1906.9,1880.05,-29.82,-26.61,-60.19,-25.75
2016-02-01,1939.38,-36.35,1877.08,1853.44,26.55,-1.23,-85.94,35.12
2016-02-02,1903.03,9.5,1903.63,1852.21,-20.68,-0.35,-50.82,-9.85
2016-02-03,1912.53,2.92,1882.95,1851.86,10.41,-22.78,-60.67,-25.7
2016-02-04,1915.45,-35.4,1893.36,1829.08,46.88,35.7,-86.37,71.1
2016-02-05,1880.05,-26.61,1940.24,1864.78,-0.86,30.8,-15.27,57.41
2016-02-08,1853.44,-1.23,1939.38,1895.58,-36.35,31.24,42.14,32.47
2016-02-09,1852.21,-0.35,1903.03,1926.82,9.5,-8.99,74.61,-8.64
2016-02-10,1851.86,-22.78,1912.53,1917.83,2.92,-0.05,65.97,22.73
2016-02-11,1829.08,35.7,1915.45,1917.78,-35.4,27.72,88.7,-7.98
2016-02-12,1864.78,30.8,1880.05,1945.5,-26.61,-24.23,80.72,-55.03
2016-02-16,1895.58,31.24,1853.44,1921.27,-1.23,8.53,25.69,-22.71
2016-02-17,1926.82,-8.99,1852.21,1929.8,-0.35,21.9,2.98,30.89
2016-02-18,1917.83,-0.05,1851.86,1951.7,-22.78,-3.65,33.87,-3.6
2016-02-19,1917.78,27.72,1829.08,1948.05,35.7,-15.82,30.27,-43.54
2016-02-22,1945.5,-24.23,1864.78,1932.23,30.8,46.12,-13.27,70.35
2016-02-23,1921.27,8.53,1895.58,1978.35,31.24,8.1,57.08,-0.43
2016-02-24,1929.8,21.9,1926.82,1986.45,-8.99,6.95,56.65,-14.95
2016-02-25,1951.7,-3.65,1917.83,1993.4,-0.05,6.59,41.7,10.24
2016-02-26,1948.05,-15.82,1917.78,1999.99,27.72,1.77,51.94,17.59
2016-02-29,1932.23,46.12,1945.5,2001.76,-24.23,-22.5,69.53,-68.62
2016-03-01,1978.35,8.1,1921.27,1979.26,8.53,10,0.91,1.9
2016-03-02,1986.45,6.95,1929.8,1989.26,21.9,0.31,2.81,-6.64
2016-03-03,1993.4,6.59,1951.7,1989.57,-3.65,32.62,-3.83,26.03
2016-03-04,1999.99,1.77,1948.05,2022.19,-15.82,-2.55,22.2,-4.32
2016-03-07,2001.76,-22.5,1932.23,2019.64,46.12,-3.71,17.88,18.79
2016-03-08,1979.26,10,1978.35,2015.93,8.1,11.29,36.67,1.29
2016-03-09,1989.26,0.31,1986.45,2027.22,6.95,13.37,37.96,13.06
2016-03-10,1989.57,32.62,1993.4,2040.59,6.59,8.99,51.02,-23.63
2016-03-11,2022.19,-2.55,1999.99,2049.58,1.77,2.02,27.39,4.57
2016-03-14,2019.64,-3.71,2001.76,2051.6,-22.5,-1.8,31.96,1.91
2016-03-15,2015.93,11.29,1979.26,2049.8,10,-13.09,33.87,-24.38
2016-03-16,2027.22,13.37,1989.26,2036.71,0.31,-0.77,9.49,-14.14
2016-03-17,2040.59,8.99,1989.57,2035.94,32.62,1.11,-4.65,-7.88
2016-03-18,2049.58,2.02,2022.19,2037.05,-2.55,17.96,-12.53,15.94
2016-03-21,2051.6,-1.8,2019.64,2055.01,-3.71,8.94,3.41,10.74
2016-03-22,2049.8,-13.09,2015.93,2063.95,11.29,-4.21,14.15,8.88
2016-03-23,2036.71,-0.77,2027.22,2059.74,13.37,13.04,23.03,13.81
2016-03-24,2035.94,1.11,2040.59,2072.78,8.99,-6.65,36.84,-7.76
2016-03-28,2037.05,17.96,2049.58,2066.13,2.02,-20.96,29.08,-38.92
2016-03-29,2055.01,8.94,2051.6,2045.17,-1.8,21.49,-9.84,12.55
2016-03-30,2063.95,-4.21,2049.8,2066.66,-13.09,-24.75,2.71,-20.54
2016-03-31,2059.74,13.04,2036.71,2041.91,-0.77,5.69,-17.83,-7.35
2016-04-01,2072.78,-6.65,2035.94,2047.6,1.11,-5.61,-25.18,1.04
2016-04-04,2066.13,-20.96,2037.05,2041.99,17.96,19.73,-24.14,40.69
2016-04-05,2045.17,21.49,2055.01,2061.72,8.94,20.7,16.55,-0.79
2016-04-06,2066.66,-24.75,2063.95,2082.42,-4.21,0.36,15.76,25.11
2016-04-07,2041.91,5.69,2059.74,2082.78,13.04,-2.05,40.87,-7.74
2016-04-08,2047.6,-5.61,2072.78,2080.73,-6.65,13.61,33.13,19.22
2016-04-11,2041.99,19.73,2066.13,2094.34,-20.96,6.46,52.35,-13.27
2016-04-12,2061.72,20.7,2045.17,2100.8,21.49,1.6,39.08,-19.1
2016-04-13,2082.42,0.36,2066.66,2102.4,-24.75,-10.92,19.98,-11.28
2016-04-14,2082.78,-2.05,2041.91,2091.48,5.69,0.1,8.7,2.15
2016-04-15,2080.73,13.61,2047.6,2091.58,-5.61,-3.79,10.85,-17.4
2016-04-18,2094.34,6.46,2041.99,2087.79,19.73,3.91,-6.55,-2.55
2016-04-19,2100.8,1.6,2061.72,2091.7,20.7,3.45,-9.1,1.85
2016-04-20,2102.4,-10.92,2082.42,2095.15,0.36,-19.34,-7.25,-8.42
2016-04-21,2091.48,0.1,2082.78,2075.81,-2.05,-10.51,-15.67,-10.61
2016-04-22,2091.58,-3.79,2080.73,2065.3,13.61,16.13,-26.28,19.92
2016-04-25,2087.79,3.91,2094.34,2081.43,6.46,-18.06,-6.36,-21.97
2016-04-26,2091.7,3.45,2100.8,2063.37,1.6,-12.25,-28.33,-15.7
2016-04-27,2095.15,-19.34,2102.4,2051.12,-10.92,-0.49,-44.03,18.85
2016-04-28,2075.81,-10.51,2091.48,2050.63,0.1,6.51,-25.18,17.02
2016-04-29,2065.3,16.13,2091.58,2057.14,-3.79,1.55,-8.16,-14.58
2016-05-02,2081.43,-18.06,2087.79,2058.69,3.91,25.7,-22.74,43.76
2016-05-03,2063.37,-12.25,2091.7,2084.39,3.45,-19.93,21.02,-7.68
2016-05-04,2051.12,-0.49,2095.15,2064.46,-19.34,-0.35,13.34,0.14
2016-05-05,2050.63,6.51,2075.81,2064.11,-10.51,-17.5,13.48,-24.01
2016-05-06,2057.14,1.55,2065.3,2046.61,16.13,20.05,-10.53,18.5
2016-05-09,2058.69,25.7,2081.43,2066.66,-18.06,-19.45,7.97,-45.15
2016-05-10,2084.39,-19.93,2063.37,2047.21,-12.25,0.42,-37.18,20.35
2016-05-11,2064.46,-0.35,2051.12,2047.63,-0.49,-7.59,-16.83,-7.24
2016-05-12,2064.11,-17.5,2050.63,2040.04,6.51,12.28,-24.07,29.78
2016-05-13,2046.61,20.05,2057.14,2052.32,1.55,-4.28,5.71,-24.33
2016-05-16,2066.66,-19.45,2058.69,2048.04,25.7,28.02,-18.62,47.47
2016-05-17,2047.21,0.42,2084.39,2076.06,-19.93,14.48,28.85,14.06
2016-05-18,2047.63,-7.59,2064.46,2090.54,-0.35,-0.44,42.91,7.15
2016-05-19,2040.04,12.28,2064.11,2090.1,-17.5,8.96,50.06,-3.32
2016-05-20,2052.32,-4.28,2046.61,2099.06,20.05,-2.1,46.74,2.18
2016-05-23,2048.04,28.02,2066.66,2096.96,-19.45,2.37,48.92,-25.65
2016-05-24,2076.06,14.48,2047.21,2099.33,0.42,5.93,23.27,-8.55
2016-05-25,2090.54,-0.44,2047.63,2105.26,-7.59,-6.13,14.72,-5.69
2016-05-26,2090.1,8.96,2040.04,2099.13,12.28,10.28,9.03,1.32
2016-05-27,2099.06,-2.1,2052.32,2109.41,-4.28,2.72,10.35,4.82
2016-05-31,2096.96,2.37,2048.04,2112.13,28.02,6.99,15.17,4.62
2016-06-01,2099.33,5.93,2076.06,2119.12,14.48,-3.64,19.79,-9.57
2016-06-02,2105.26,-6.13,2090.54,2115.48,-0.44,-19.41,10.22,-13.28
2016-06-03,2099.13,10.28,2090.1,2096.07,8.96,-17.01,-3.06,-27.29
2016-06-06,2109.41,2.72,2099.06,2079.06,-2.1,-3.74,-30.35,-6.46
2016-06-07,2112.13,6.99,2096.96,2075.32,2.37,-3.82,-36.81,-10.81
2016-06-08,2119.12,-3.64,2099.33,2071.5,5.93,6.49,-47.62,10.13
2016-06-09,2115.48,-19.41,2105.26,2077.99,-6.13,-6.77,-37.49,12.64
2016-06-10,2096.07,-17.01,2099.13,2071.22,10.28,12.03,-24.85,29.04
2016-06-13,2079.06,-3.74,2109.41,2083.25,2.72,5.65,4.19,9.39
2016-06-14,2075.32,-3.82,2112.13,2088.9,6.99,-3.45,13.58,0.37
2016-06-15,2071.5,6.49,2119.12,2085.45,-3.64,27.87,13.95,21.38
2016-06-16,2077.99,-6.77,2115.48,2113.32,-19.41,-75.91,35.33,-69.14
2016-06-17,2071.22,12.03,2096.07,2037.41,-17.01,-36.87,-33.81,-48.9
2016-06-20,2083.25,5.65,2079.06,2000.54,-3.74,35.55,-82.71,29.9
2016-06-21,2088.9,-3.45,2075.32,2036.09,-3.82,34.68,-52.81,38.13
2016-06-22,2085.45,27.87,2071.5,2070.77,6.49,28.09,-14.68,0.22
2016-06-23,2113.32,-75.91,2077.99,2098.86,-6.77,4.09,-14.46,80
2016-06-24,2037.41,-36.87,2071.22,2102.95,12.03,-14.4,65.54,22.47
2016-06-27,2000.54,35.55,2083.25,2088.55,5.65,11.18,88.01,-24.37
2016-06-28,2036.09,34.68,2088.9,2099.73,-3.45,-1.83,63.64,-36.51
2016-06-29,2070.77,28.09,2085.45,2097.9,27.87,32,27.13,3.91
2016-06-30,2098.86,4.09,2113.32,2129.9,-75.91,7.26,31.04,3.17
2016-07-01,2102.95,-14.4,2037.41,2137.16,-36.87,14.98,34.21,29.38
2016-07-05,2088.55,11.18,2000.54,2152.14,35.55,0.29,63.59,-10.89
2016-07-06,2099.73,-1.83,2036.09,2152.43,34.68,11.32,52.7,13.15
2016-07-07,2097.9,32,2070.77,2163.75,28.09,-2.01,65.85,-34.01
2016-07-08,2129.9,7.26,2098.86,2161.74,4.09,5.15,31.84,-2.11
2016-07-11,2137.16,14.98,2102.95,2166.89,-14.4,-3.11,29.73,-18.09
2016-07-12,2152.14,0.29,2088.55,2163.78,11.18,9.24,11.64,8.95
2016-07-13,2152.43,11.32,2099.73,2173.02,-1.83,-7.85,20.59,-19.17
2016-07-14,2163.75,-2.01,2097.9,2165.17,32,9.86,1.42,11.87
2016-07-15,2161.74,5.15,2129.9,2175.03,7.26,-6.55,13.29,-11.7
2016-07-18,2166.89,-3.11,2137.16,2168.48,14.98,0.7,1.59,3.81
2016-07-19,2163.78,9.24,2152.14,2169.18,0.29,-2.6,5.4,-11.84
2016-07-20,2173.02,-7.85,2152.43,2166.58,11.32,3.48,-6.44,11.33
2016-07-21,2165.17,9.86,2163.75,2170.06,-2.01,3.54,4.89,-6.32
2016-07-22,2175.03,-6.55,2161.74,2173.6,5.15,-2.76,-1.43,3.79
2016-07-25,2168.48,0.7,2166.89,2170.84,-3.11,-13.81,2.36,-14.51
2016-07-26,2169.18,-2.6,2163.78,2157.03,9.24,6.76,-12.15,9.36
2016-07-27,2166.58,3.48,2173.02,2163.79,-7.85,0.46,-2.79,-3.02
2016-07-28,2170.06,3.54,2165.17,2164.25,9.86,18.62,-5.81,15.08
2016-07-29,2173.6,-2.76,2175.03,2182.87,-6.55,-1.98,9.27,0.78
2016-08-01,2170.84,-13.81,2168.48,2180.89,0.7,0.85,10.05,14.66
2016-08-02,2157.03,6.76,2169.18,2181.74,-2.6,-6.25,24.71,-13.01
2016-08-03,2163.79,0.46,2166.58,2175.49,3.48,10.3,11.7,9.84
2016-08-04,2164.25,18.62,2170.06,2185.79,3.54,-1.74,21.54,-20.36
2016-08-05,2182.87,-1.98,2173.6,2184.05,-2.76,6.1,1.18,8.08
2016-08-08,2180.89,0.85,2170.84,2190.15,-13.81,-12,9.26,-12.85
2016-08-09,2181.74,-6.25,2157.03,2178.15,6.76,4.07,-3.59,10.32
2016-08-10,2175.49,10.3,2163.79,2182.22,0.46,4.8,6.73,-5.5
2016-08-11,2185.79,-1.74,2164.25,2187.02,18.62,-3.15,1.23,-1.41
2016-08-12,2184.05,6.1,2182.87,2183.87,-1.98,-1.23,-0.18,-7.33
2016-08-15,2190.15,-12,2180.89,2182.64,0.85,4.26,-7.51,16.26
2016-08-16,2178.15,4.07,2181.74,2186.9,-6.25,-11.46,8.75,-15.53
2016-08-17,2182.22,4.8,2175.49,2175.44,10.3,-2.97,-6.78,-7.77
2016-08-18,2187.02,-3.15,2185.79,2172.47,-1.74,-3.43,-14.55,-0.28
2016-08-19,2183.87,-1.23,2184.05,2169.04,6.1,11.34,-14.83,12.57
2016-08-22,2182.64,4.26,2190.15,2180.38,-12,-4.26,-2.26,-8.52
2016-08-23,2186.9,-11.46,2178.15,2176.12,4.07,-5.17,-10.78,6.29
2016-08-24,2175.44,-2.97,2182.22,2170.95,4.8,-0.09,-4.49,2.88
2016-08-25,2172.47,-3.43,2187.02,2170.86,-3.15,9.12,-1.61,12.55
2016-08-26,2169.04,11.34,2183.87,2179.98,-1.23,6.5,10.94,-4.84
2016-08-29,2180.38,-4.26,2182.64,2186.48,4.26,-0.32,6.1,3.94
2016-08-30,2176.12,-5.17,2186.9,2186.16,-11.46,-4.86,10.04,0.31
2016-08-31,2170.95,-0.09,2175.44,2181.3,-2.97,-53.49,10.35,-53.4
2016-09-01,2170.86,9.12,2172.47,2127.81,-3.43,31.23,-43.05,22.11
2016-09-02,2179.98,6.5,2169.04,2159.04,11.34,-32.02,-20.94,-38.52
2016-09-06,2186.48,-0.32,2180.38,2127.02,-4.26,-1.25,-59.46,-0.93
2016-09-07,2186.16,-4.86,2176.12,2125.77,-5.17,21.49,-60.39,26.35
2016-09-08,2181.3,-53.49,2170.95,2147.26,-0.09,-8.1,-34.04,45.39
2016-09-09,2127.81,31.23,2170.86,2139.16,9.12,-0.04,11.35,-31.27
2016-09-12,2159.04,-32.02,2179.98,2139.12,6.5,0.64,-19.92,32.66
2016-09-13,2127.02,-1.25,2186.48,2139.76,-0.32,23.36,12.74,24.61
2016-09-14,2125.77,21.49,2186.16,2163.12,-4.86,14.06,37.35,-7.43
2016-09-15,2147.26,-8.1,2181.3,2177.18,-53.49,-12.49,29.92,-4.39
2016-09-16,2139.16,-0.04,2127.81,2164.69,31.23,-18.59,25.53,-18.55
2016-09-19,2139.12,0.64,2159.04,2146.1,-32.02,13.83,6.98,13.19
2016-09-20,2139.76,23.36,2127.02,2159.93,-1.25,11.44,20.17,-11.92
2016-09-21,2163.12,14.06,2125.77,2171.37,21.49,-20.24,8.25,-34.3
2016-09-22,2177.18,-12.49,2147.26,2151.13,-8.1,17.14,-26.05,29.63
2016-09-23,2164.69,-18.59,2139.16,2168.27,-0.04,-7.07,3.58,11.52
2016-09-26,2146.1,13.83,2139.12,2161.2,0.64,-10.71,15.1,-24.54
2016-09-27,2159.93,11.44,2139.76,2150.49,23.36,9.24,-9.44,-2.2
2016-09-28,2171.37,-20.24,2163.12,2159.73,14.06,1.04,-11.64,21.28
2016-09-29,2151.13,17.14,2177.18,2160.77,-12.49,-7.03,9.64,-24.17
2016-09-30,2168.27,-7.07,2164.69,2153.74,-18.59,9.92,-14.53,16.99
2016-10-03,2161.2,-10.71,2146.1,2163.66,13.83,-26.93,2.46,-16.22
2016-10-04,2150.49,9.24,2159.93,2136.73,11.44,2.45,-13.76,-6.79
2016-10-05,2159.73,1.04,2171.37,2139.18,-20.24,-6.63,-20.55,-7.67
2016-10-06,2160.77,-7.03,2151.13,2132.55,17.14,0.43,-28.22,7.46
2016-10-07,2153.74,9.92,2168.27,2132.98,-7.07,-6.48,-20.76,-16.4
2016-10-10,2163.66,-26.93,2161.2,2126.5,-10.71,13.1,-37.16,40.03
2016-10-11,2136.73,2.45,2150.49,2139.6,9.24,4.69,2.87,2.24
2016-10-12,2139.18,-6.63,2159.73,2144.29,1.04,-2.95,5.11,3.68
2016-10-13,2132.55,0.43,2160.77,2141.34,-7.03,-0.18,8.79,-0.61
2016-10-14,2132.98,-6.48,2153.74,2141.16,9.92,10.17,8.18,16.65
2016-10-17,2126.5,13.1,2163.66,2151.33,-26.93,-8.17,24.83,-21.27
2016-10-18,2139.6,4.69,2136.73,2143.16,2.45,-3.73,3.56,-8.42
2016-10-19,2144.29,-2.95,2139.18,2139.43,-6.63,-6.39,-4.86,-3.44
2016-10-20,2141.34,-0.18,2132.55,2133.04,0.43,-6.63,-8.3,-6.45
2016-10-21,2141.16,10.17,2132.98,2126.41,-6.48,-0.26,-14.75,-10.43
2016-10-24,2151.33,-8.17,2126.5,2126.15,13.1,-14.43,-25.18,-6.26
2016-10-25,2143.16,-3.73,2139.6,2111.72,4.69,-13.78,-31.44,-10.05
2016-10-26,2139.43,-6.39,2144.29,2097.94,-2.95,-9.28,-41.49,-2.89
2016-10-27,2133.04,-6.63,2141.34,2088.66,-0.18,-3.48,-44.38,3.15
2016-10-28,2126.41,-0.26,2141.16,2085.18,10.17,46.34,-41.23,46.6
2016-10-31,2126.15,-14.43,2151.33,2131.52,-8.17,8.04,5.37,22.47
2016-11-01,2111.72,-13.78,2143.16,2139.56,-3.73,23.7,27.84,37.48
2016-11-02,2097.94,-9.28,2139.43,2163.26,-6.39,4.22,65.32,13.5
2016-11-03,2088.66,-3.48,2133.04,2167.48,-6.63,-3.03,78.82,0.45
2016-11-04,2085.18,46.34,2126.41,2164.45,-0.26,-0.25,79.27,-46.59
2016-11-07,2131.52,8.04,2126.15,2164.2,-14.43,16.19,32.68,8.15
2016-11-08,2139.56,23.7,2111.72,2180.39,-13.78,-3.45,40.83,-27.15
2016-11-09,2163.26,4.22,2097.94,2176.94,-9.28,10.18,13.68,5.96
2016-11-10,2167.48,-3.03,2088.66,2187.12,-3.48,-5.22,19.64,-2.19
2016-11-11,2164.45,-0.25,2085.18,2181.9,46.34,16.28,17.45,16.53
2016-11-14,2164.2,16.19,2131.52,2198.18,8.04,4.76,33.98,-11.43
2016-11-15,2180.39,-3.45,2139.56,2202.94,23.7,1.78,22.55,5.23
2016-11-16,2176.94,10.18,2163.26,2204.72,4.22,8.63,27.78,-1.55
2016-11-17,2187.12,-5.22,2167.48,2213.35,-3.03,-11.63,26.23,-6.41
2016-11-18,2181.9,16.28,2164.45,2201.72,-0.25,2.94,19.82,-13.34
2016-11-21,2198.18,4.76,2164.2,2204.66,16.19,-5.85,6.48,-10.61
2016-11-22,2202.94,1.78,2180.39,2198.81,-3.45,-7.73,-4.13,-9.51
2016-11-23,2204.72,8.63,2176.94,2191.08,10.18,0.87,-13.64,-7.76
2016-11-25,2213.35,-11.63,2187.12,2191.95,-5.22,12.76,-21.4,24.39
2016-11-28,2201.72,2.94,2181.9,2204.71,16.28,7.52,2.99,4.58
2016-11-29,2204.66,-5.85,2198.18,2212.23,4.76,29.12,7.57,34.97
2016-11-30,2198.81,-7.73,2202.94,2241.35,1.78,4.84,42.54,12.57
2016-12-01,2191.08,0.87,2204.72,2246.19,8.63,13.34,55.11,12.47
2016-12-02,2191.95,12.76,2213.35,2259.53,-11.63,-2.57,67.58,-15.33
2016-12-05,2204.71,7.52,2201.72,2256.96,2.94,14.76,52.25,7.24
2016-12-06,2212.23,29.12,2204.66,2271.72,-5.85,-2271.72,59.49,-2300.84
2016-12-07,2241.35,4.84,2198.81,0,-7.73,0,-2241.35,-4.84
2016-12-08,2246.19,13.34,2191.08,0,0.87,0,-2246.19,-13.34
2016-12-09,2259.53,-2.57,2191.95,0,12.76,0,-2259.53,2.57
2016-12-12,2256.96,14.76,2204.71,0,7.52,0,-2256.96,-14.76
2016-12-13,2271.72,0,2212.23,0,0,0,-2271.72,0
