Macrotrends Data Download

DAX 30 Index - 27 Year Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1993-11-11,2023.3000
1993-11-12,2015.0000
1993-11-15,2049.1001
1993-11-16,2071.7000
1993-11-18,2085.3000
1993-11-19,2077.3999
1993-11-22,2030.0000
1993-11-23,2027.4000
1993-11-24,2029.6000
1993-11-25,2047.7000
1993-11-26,2047.2000
1993-11-29,2043.4000
1993-11-30,2057.8000
1993-12-01,2089.8999
1993-12-02,2110.5000
1993-12-03,2120.6001
1993-12-06,2118.8000
1993-12-07,2115.5000
1993-12-08,2148.1001
1993-12-09,2175.8000
1993-12-10,2161.1001
1993-12-13,2172.8000
1993-12-14,2150.0000
1993-12-15,2110.7000
1993-12-16,2137.5000
1993-12-17,2151.0000
1993-12-20,2178.2000
1993-12-21,2182.8999
1993-12-22,2197.5000
1993-12-23,2222.8000
1993-12-27,2254.0000
1993-12-28,2242.8000
1993-12-29,2214.7000
1993-12-30,2266.7000
1994-01-03,2268.0000
1994-01-04,2253.6001
1994-01-05,2233.3999
1994-01-06,2220.2000
1994-01-07,2211.6001
1994-01-10,2233.8000
1994-01-11,2228.8000
1994-01-12,2209.2000
1994-01-13,2164.7000
1994-01-14,2141.8000
1994-01-17,2137.3999
1994-01-18,2113.8000
1994-01-19,2134.3999
1994-01-20,2116.2000
1994-01-21,2075.6001
1994-01-24,2080.0000
1994-01-25,2126.8000
1994-01-26,2119.2000
1994-01-27,2125.1001
1994-01-28,2133.5000
1994-01-31,2177.5000
1994-02-01,2179.7000
1994-02-02,2184.0000
1994-02-03,2151.7000
1994-02-04,2138.3000
1994-02-07,2079.3999
1994-02-08,2107.2000
1994-02-09,2085.3000
1994-02-10,2119.0000
1994-02-11,2090.6001
1994-02-14,2116.0000
1994-02-15,2115.6001
1994-02-16,2136.6001
1994-02-17,2128.7000
1994-02-18,2152.0000
1994-02-21,2119.5000
1994-02-22,2107.6001
1994-02-23,2127.7000
1994-02-24,2090.3000
1994-02-25,2075.0000
1994-02-28,2091.6001
1994-03-01,2067.1001
1994-03-02,2020.3000
1994-03-03,2038.0000
1994-03-04,2060.1001
1994-03-07,2109.0000
1994-03-08,2124.0000
1994-03-09,2115.1001
1994-03-10,2141.1001
1994-03-11,2103.5000
1994-03-14,2145.2000
1994-03-15,2165.6001
1994-03-16,2172.7000
1994-03-17,2175.1001
1994-03-18,2155.6001
1994-03-21,2131.3000
1994-03-22,2141.3000
1994-03-23,2161.1001
1994-03-24,2161.7000
1994-03-25,2130.1001
1994-03-28,2161.3999
1994-03-29,2168.3999
1994-03-30,2147.5000
1994-03-31,2133.1001
1994-04-05,2158.3000
1994-04-06,2191.2000
1994-04-07,2201.3999
1994-04-08,2203.3999
1994-04-11,2225.3000
1994-04-12,2210.6001
1994-04-13,2209.2000
1994-04-14,2198.7000
1994-04-15,2200.3999
1994-04-18,2228.8000
1994-04-19,2172.3999
1994-04-20,2182.6001
1994-04-21,2197.0000
1994-04-22,2213.8999
1994-04-25,2202.2000
1994-04-26,2243.2000
1994-04-27,2253.6001
1994-04-28,2251.2000
1994-04-29,2246.0000
1994-05-02,2268.7000
1994-05-03,2252.3000
1994-05-04,2249.0000
1994-05-05,2235.8000
1994-05-06,2237.0000
1994-05-09,2218.8999
1994-05-10,2235.2000
1994-05-11,2243.6001
1994-05-13,2258.8000
1994-05-16,2271.1001
1994-05-17,2259.7000
1994-05-18,2267.3999
1994-05-19,2247.8000
1994-05-20,2249.7000
1994-05-24,2198.7000
1994-05-25,2158.8000
1994-05-26,2130.3000
1994-05-27,2141.0000
1994-05-30,2118.2000
1994-05-31,2127.7000
1994-06-01,2129.7000
1994-06-03,2148.3999
1994-06-06,2163.1001
1994-06-07,2135.1001
1994-06-08,2145.2000
1994-06-09,2129.3000
1994-06-10,2133.1001
1994-06-13,2105.8000
1994-06-14,2074.7000
1994-06-15,2074.7000
1994-06-16,2054.8999
1994-06-17,2050.7000
1994-06-20,1968.8000
1994-06-21,1983.3000
1994-06-22,1994.4000
1994-06-23,2022.1000
1994-06-24,2005.3000
1994-06-27,1988.6000
1994-06-28,2018.3000
1994-06-29,2046.3000
1994-06-30,2025.3000
1994-07-01,2036.5000
1994-07-04,2054.3999
1994-07-05,2032.7000
1994-07-06,2035.7000
1994-07-07,2043.9000
1994-07-08,2050.8999
1994-07-11,2065.7000
1994-07-12,2048.1001
1994-07-13,2054.0000
1994-07-14,2055.6001
1994-07-15,2093.6001
1994-07-18,2098.2000
1994-07-19,2128.8000
1994-07-20,2138.7000
1994-07-21,2113.3000
1994-07-22,2150.3000
1994-07-25,2136.2000
1994-07-26,2152.0000
1994-07-27,2140.3999
1994-07-28,2122.8000
1994-07-29,2146.6001
1994-08-01,2153.8000
1994-08-02,2186.3999
1994-08-03,2198.8999
1994-08-04,2183.3999
1994-08-05,2184.8000
1994-08-08,2184.7000
1994-08-09,2164.2000
1994-08-10,2160.3999
1994-08-11,2155.3000
1994-08-12,2124.7000
1994-08-15,2138.8000
1994-08-16,2143.1001
1994-08-17,2162.3000
1994-08-18,2153.6001
1994-08-19,2149.6001
1994-08-22,2123.8000
1994-08-23,2107.8999
1994-08-24,2126.3999
1994-08-25,2152.2000
1994-08-26,2161.5000
1994-08-29,2193.2000
1994-08-30,2210.8999
1994-08-31,2212.8999
1994-09-01,2200.8000
1994-09-02,2204.7000
1994-09-05,2174.5000
1994-09-06,2165.8999
1994-09-07,2163.8000
1994-09-08,2172.3999
1994-09-09,2185.2000
1994-09-12,2154.6001
1994-09-13,2136.1001
1994-09-14,2124.1001
1994-09-15,2114.0000
1994-09-16,2118.7000
1994-09-19,2096.8000
1994-09-20,2079.0000
1994-09-21,2079.5000
1994-09-22,2073.0000
1994-09-23,2089.1001
1994-09-26,2068.7000
1994-09-27,2058.7000
1994-09-28,2068.1001
1994-09-29,2043.6000
1994-09-30,2011.8000
1994-10-04,1995.0000
